Id	Globisporangium sylvaticum	Globisporangium spiculum	Globisporangium mamillatum	Globisporangium paroecandrum	Globisporangium irregulare	Globisporangium spinosum	Globisporangium heterothallicum	Globisporangium glomeratum	Globisporangium orthogonon	Globisporangium nunn	Globisporangium nodosum	Globisporangium perplexum	Phytopythium boreale	Phytopythium litorale	Phytopythium vexans	Globisporangium emineosum	Globisporangium aff._polymastum	Globisporangium jasmonium	Pythium insidiosum	Pythium monospermum	Pythium aphanidermatum	Pythium pectinolyticum	Pythium vanterpoolii	Pythium tracheiphilum	Pythium conidiophorum	Pythium aff._periilum	Pythium arrhenomanes	Pythium aff._volutum	Pythium volutum	Pythium inflatum	Pythium folliculosum	Pythium angustatum	Pythium aff._torulosum	Pythium catenulatum	Pythium afertile	Pythium kashmirense	Pythium pyrilobum	Pythium pachycaule	Pythium dissimile	Pythium chondricola	Pythium adhaerens	Pythium myriotylum	Pythium grandisporangium	Pythium lycopersicum	Pythium acanthicum	Pythium aff._hydnosporum	Pythium periplocum	Globisporangium nagaii	Globisporangium okanoganense	Globisporangium ultimum_var._ultimum	Globisporangium ultimum	Globisporangium camurandrum	Globisporangium rostratifingens	Globisporangium longandrum	Globisporangium acrogynum	Globisporangium carolinianum	Globisporangium papilogynum	Globisporangium erinaceus	Globisporangium radiosum	Globisporangium apiculatum	Globisporangium middletonii	Globisporangium rhizosaccharum	Globisporangium parvum	Globisporangium minus	Globisporangium aff._pleroticum	Globisporangium pleroticum	Globisporangium takayamanum	Globisporangium attrantheridium	Globisporangium intermedium	Pythium sp._nov	Globisporangium debaryanum	Globisporangium lucens	Globisporangium terrestris
year2020_soil_P34_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	1294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
year2020_soil_P36_adaptertrimmed_Pythium_R1.fastq	756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
year2020_soil_P37_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
year2020_soil_P38_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
year2020_soil_P39_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	0	0	0	0	0
year2020_soil_P4_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	911	0	0	0	0	0
year2020_soil_P40_adaptertrimmed_Pythium_R1.fastq	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	719	0	0	0	0	0	0	0	0	0
year2020_soil_P41_adaptertrimmed_Pythium_R1.fastq	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
year2020_soil_P42_adaptertrimmed_Pythium_R1.fastq	14945	0	0	0	0	0	609	0	0	0	0	0	0	0	0	0	0	0	0	1857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	960	0	0	0	0	0	0	599	265	0	0	0	0	0	0	0	0	0	0	0	0	0	5102	144	0	0	0	0
year2020_soil_P43_adaptertrimmed_Pythium_R1.fastq	4713	0	0	0	0	0	1052	0	0	0	0	0	0	0	0	0	0	0	0	721	0	0	0	0	0	0	583	0	124	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	1002	0	0	0	0	0	0	494	181	0	0	0	0	0	0	0	0	0	122	0	751	1148	8241	4017	120	0	0	46
year2020_soil_P44_adaptertrimmed_Pythium_R1.fastq	5822	0	0	0	0	0	7386	0	0	0	0	0	0	0	0	0	0	0	0	399	0	0	0	0	0	0	190	0	0	0	0	0	214	0	0	0	0	90	292	0	0	23	0	0	0	442	0	0	0	0	0	0	4911	0	0	0	0	0	0	0	0	163	0	1097	0	3744	0	824	397	212	0	0	0
year2020_soil_P45_adaptertrimmed_Pythium_R1.fastq	3390	0	0	0	0	0	9553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7927	0	0	0	2661	0	0	0	0	0	0	0	0	0	0	0	0	0	3939	174	2363	0	1366	3917	0	0	0	0
year2020_soil_P5_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	4960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416	0	0	0	202	0	0	0	5066	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	686	785	593	0	0	0
year2020_soil_P6_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
year2020_soil_P7_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
year2020_soil_P8_adaptertrimmed_Pythium_R1.fastq	4312	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456	143	0	85	851	0	0	301	0	0	0	0	341	0	0	0	0	0	0	118	639	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	550	0	0	0	1184	2550	0	448	0	0	0
year2020_soil_P9_adaptertrimmed_Pythium_R1.fastq	4711	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	662	0	0	0	0	149	911	0	0	0	694	0	0	1143	0	0	0	0	0	0	0	0	0	0	0	0	1745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	398	0	0	0	0	3714	0	0	0	0	23
year2021_soil_P1_adaptertrimmed_Pythium_R1.fastq	23	0	0	0	0	0	629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0
year2021_soil_P10_adaptertrimmed_Pythium_R1.fastq	171	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	1259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1025	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	17	0	2796	0	0	0	0	0
year2021_soil_P11_adaptertrimmed_Pythium_R1.fastq	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	121	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	905	0	0	0	1964	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	771	0	91	0	0	0
year2021_soil_P12_adaptertrimmed_Pythium_R1.fastq	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	19	0	0	0
year2021_soil_P13_adaptertrimmed_Pythium_R1.fastq	14	0	0	0	0	0	206	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	341	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	583	0	0	0	0	0
year2021_soil_P14_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	100	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0
year2021_soil_P15_adaptertrimmed_Pythium_R1.fastq	87	0	0	0	0	0	1248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1905	0	0	0	0	0	0	41	0	0	0	0	0	0	646	0	0	0	26	0	21	0	1707	107	0	0	0	0
year2021_soil_P16_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1340	0	0	0
year2021_soil_P17_adaptertrimmed_Pythium_R1.fastq	100	0	0	0	0	0	448	0	0	0	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	23	0	0	0	0	0	0	462	0	0	0	0	0	0	0	654	76	0	0	0	0
year2021_soil_P18_adaptertrimmed_Pythium_R1.fastq	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	192	78	0	0	0	0
year2021_soil_P19_adaptertrimmed_Pythium_R1.fastq	327	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	2857	0	9	0	0	0	429	0	0	0	0	64	0	0	0	0	0	0	0	21	0	0	0	984	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	191	0	0	0	0	0
year2021_soil_P20_adaptertrimmed_Pythium_R1.fastq	54	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	11	0	0	0	0	0	17	0	0	0	0	0	0	0	0	15	0	0	0	0	0
year2021_soil_P21_adaptertrimmed_Pythium_R1.fastq	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	54	25	0	0	0	0
year2021_soil_P22_adaptertrimmed_Pythium_R1.fastq	89	0	0	0	0	0	1062	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	217	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	2181	76	0	0	0	0
year2021_soil_P23_adaptertrimmed_Pythium_R1.fastq	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0
year2021_soil_P24_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	0	0	0	182	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	25	0	0	0	0
year2021_soil_P25_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0
year2021_soil_P26_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	2823	0	0	0	0	0	0	0	0	0	0	0	0	825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	43	12	0	0	0	0	0	0	0	0	0	49	0	0	0	1732	0	0	0	0	0
year2021_soil_P27_adaptertrimmed_Pythium_R1.fastq	85	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
year2021_soil_P28_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	22	0	160	588	0	452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	463	0	43	0	0	0
year2021_soil_P29_adaptertrimmed_Pythium_R1.fastq	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	977	0	0	0	213	0	0	0	0	202	0	0	0	0	0	0	217	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	934	0	0	0	0	0
year2021_soil_P30_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	44	1278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	0	0	0	0	0	0	0	262	132	0	0	546	0	0	0	0	0	0	949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	10	517	0	0	0	0	0
year2021_soil_P31_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0
year2021_soil_P32_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	2275	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
year2021_soil_P33_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0
year2021_soil_P34_adaptertrimmed_Pythium_R1.fastq	45	0	0	71	0	0	1150	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	5180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1032	0	0	0	0	0	0	0	0	0	0	0	228	0	49	0	35	0	368	0	0	0	0	0
year2021_soil_P35_adaptertrimmed_Pythium_R1.fastq	0	0	0	19	0	0	3086	0	2774	0	0	0	0	0	0	0	0	0	0	378	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	499	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
year2021_soil_P36_adaptertrimmed_Pythium_R1.fastq	152	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0
year2021_soil_P37_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	711	0	0	576	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1634	0	6	0	0	0	15	0	0	0	18	0	9	0	0	0	0	0	339	0	1294	0	0	0
year2021_soil_P38_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	2548	0	2055	0	8	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	950	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	94	0	213	0	0	0
year2021_soil_P39_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	533	0	0	0	30	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	664	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	509	252	2261	0	0	0
year2021_soil_P40_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0	0	58	32	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	7	0	2703	0	0	0	0	0	56	0	0	0	10	0	0	0	0	0	0	0	34	58	191	0	0	0
year2021_soil_P41_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	2593	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	47	0	0	0	0
year2021_soil_P42_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	1780	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1018	0	60	0	124	0	0	0	0	0	0	132	0	0	0	0	0	0	80	0	7	0	0	0	0	0	559	0	0	0	0	0
year2021_soil_P43_adaptertrimmed_Pythium_R1.fastq	169	0	0	0	0	0	857	0	0	0	0	161	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1342	0	0	0	0	13
year2021_soil_P44_adaptertrimmed_Pythium_R1.fastq	16	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	498	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1190	0	0	0	0	0
year2021_soil_P45_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	33	0	94	0	0	0	0	0
year2021_soil_P46_adaptertrimmed_Pythium_R1.fastq	66	0	0	0	0	0	148	0	0	0	0	453	0	0	0	0	0	0	0	16	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	328	0	0	0	141	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	23	0	1776	0	0	0	0	0
year2021_soil_P48_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
year2021_soil_P49_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	3	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
year2021_soil_P6_adaptertrimmed_Pythium_R1.fastq	40	34	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	248	0	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0
year2021_soil_P7_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	26	0	32	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	488	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	1021	0	0	0	0	0
year2021_soil_P8_adaptertrimmed_Pythium_R1.fastq	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15891	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	23	0	0	0	0	0
year2021_soil_P9_adaptertrimmed_Pythium_R1.fastq	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	48	0	0	106	0	16	0	0	56	0	0	15344	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	127	0	0	0	0	0
