Genus	Isolate	Isolate_ID	BOLD_ID	Genbank_acc
Ach	Achlya ambisexualis	CBS 101.50	OOMYA1184-08	HQ708156, HQ643083
Ach	Achlya ambisexualis	CBS 383.79	OOMYA1185-08	HQ708155, HQ643082
Ach	Achlya americana	CBS 100.52	OOMYA1186-08	HQ708157, HQ643084
Ach	Achlya aquatica*	CBS 103.67	OOMYA1187-08	HQ708158, HQ643085
Ach	Achlya bisexualis	CBS 100.42	OOMYA1188-08	HQ708161, HQ643088
Ach	Achlya bisexualis	CBS 102.62	OOMYA1190-08	HQ708160, HQ643087
Ach	Achlya bisexualis	CBS 103.50	OOMYA1191-08	HQ708159, HQ643086
Ach	Achlya caroliniana	CBS 544.67	OOMYA1192-08	HQ708162, HQ643089
Ach	Achlya colorata	CBS 102.37	OOMYA1193-08	HQ708164, HQ643091
Ach	Achlya colorata	CBS 545.67	OOMYA1194-08	HQ708163, HQ643090
Ach	Achlya conspicua	CBS 103.37	OOMYA1195-08	HQ708165, HQ643092
Ach	Achlya dubia	CBS 101.38	OOMYA1196-08	HQ708167, HQ643094
Ach	Achlya dubia	CBS 546.67	OOMYA1197-08	HQ708166, HQ643093
Ach	Achlya flagellata	CBS 104.37	OOMYA1198-08	HQ708170, HQ643097
Ach	Achlya flagellata	CBS 107.35	OOMYA1199-08	HQ708169, HQ643096
Ach	Achlya flagellata	CBS 528.67	OOMYA1200-08	HQ708168, HQ643095
Ach	Achlya glomerata	CBS 105.50	OOMYA1201-08	HQ708171, HQ643098
Ach	Achlya heterosexualis	CBS 419.65	OOMYA1202-08	HQ708173, HQ643100
Ach	Achlya heterosexualis	CBS 420.65	OOMYA1203-08	HQ708172, HQ643099
Ach	Achlya oligocantha	CBS 101.44	OOMYA1204-08	HQ708174, HQ643101
Ach	Achlya papillosa	CBS 101.52	OOMYA1205-08	HQ708175, HQ643102
Ach	Achlya racemosa	CBS 103.38	OOMYA1206-08	HQ708178, HQ643105
Ach	Achlya racemosa	CBS 541.67	OOMYA1207-08	HQ708177, HQ643104
Ach	Achlya racemosa	CBS 578.67	OOMYA1208-08	HQ708176, HQ643103
Ach	Achlya radiosa	CBS 547.67	OOMYA1210-08	HQ708179, HQ643106
Ach	Achlya recurva	CBS 108.50	OOMYA1211-08	HQ708180, HQ643107
Ach	Achlya sparrowii*	CBS 102.49	OOMYA1213-08	HQ708181, HQ643108
Ach	Achlya spinosa	CBS 576.67	OOMYA1214-08	HQ708182, HQ643109
Alb	Albugo candida	AC2V	OOMYA2013-10	HQ708184, HQ643111, HQ665049
Alb	Albugo candida	AC7A	OOMYA2014-10	HQ708183, HQ643110, HQ665050
Aph	Aphanomyces cladogamus	BR 693	OOMYA1218-08	HQ708187, HQ643114
Aph	Aphanomyces cladogamus	CBS 690.79	OOMYA1217-08	HQ708185, HQ643112
Aph	Aphanomyces cladogamus	CBS 108.29	OOMYA1215-08	HQ708186, HQ643113, HQ665056
Aph	Aphanomyces cochlioides	CBS 477.71	OOMYA1216-08	HQ708188, HQ643115, HQ665241
Aph	Aphanomyces euteiches	BR 694	OOMYA1219-08	HQ708193, HQ643120
Aph	Aphanomyces euteiches	CBS 155.73	OOMYA1221-08	HQ708191, HQ643118
Aph	Aphanomyces euteiches	CBS 157.73	OOMYA1223-08	HQ708189, HQ643116
Aph	Aphanomyces euteiches	CBS 154.73	OOMYA1220-08	HQ708192, HQ643119, HQ665129
Aph	Aphanomyces euteiches	CBS 156.73	OOMYA1222-08	HQ708190, HQ643117, HQ665132
Aph	Aphanomyces iridis*	CBS 524.87	OOMYA1224-08	HQ708194, HQ643121, HQ665248
Aph	Aphanomyces laevis	CBS 478.71	OOMYA1226-08	HQ708195, HQ643122, HQ665242
Aph	Aphanomyces sp.	CBS 583.85	OOMYA1227-08	HQ708196, HQ643123, HQ665276
Apo	Apodachlya brachynema	CBS 184.82	OOMYA1229-08	HQ708197, HQ643124
Apo	Apodachlya brachynema	CBS 557.69	OOMYB040-08	HQ708198, HQ643125
Apo	Apodachlya minima	CBS 185.82	OOMYA1230-08	HQ708199, HQ643126
Bas	Basidiophora entospora	HV 119	DM011-10	HM033184, EF553487
Bas	Basidiophora entospora	HV 123	NA	AY035513
Bre	Brevilegnia gracilis*	CBS 131.37	OOMYA1232-08	HQ708200, HQ643127, HQ665122
Bre	Brevilegnia macrospora*	CBS 132.37	OOMYA1908-08	HQ708201, HQ643128, HQ665124
Bre	Brevilegnia unisperma var. delica	CBS 143.52	OOMYA1233-08	HQ708202, HQ643129, HQ665125
Bre	Brevilegnia variabilis	CBS 110006	OOMYA1234-08	HQ708203, HQ643130, HQ665058
Eur	Eurychasma dicksonii	CCAP 4018/2	OOMYA2124-10	HQ708204, HQ665307
Eur	Eurychasma dicksonii	FI373	OOMYA2126-10	HQ643131
Hal	Halophytophthora exoprolifera	CBS 252.93	OOMYA1236-08	HQ708205, HQ643132, HQ665174
Hal	Halophytophthora kandelii	CBS 111.91	OOMYA006-07	HQ708207, HQ643134, HQ665065
Hal	Halophytophthora kandelii	CBS 113.91	OOMYA1237-08	HQ708206, HQ643133, HQ665079
Hal	Halophytophthora tartarea*	CBS 208.95	OOMYA043-07	HQ708208, HQ643135
Lag	Lagenidium caudatum	CBS 584.85	OOMYA199-07	HQ708209, HQ643136, HQ665277
Lag	Lagenidium giganteum	CBS 580.84	OOMYA2112-10	HQ708210
Lag	Lagenidium giganteum	ATCC 36492	NA	AY151183
Lep	Leptolegnia caudata	CBS 680.69	OOMYA213-07	HQ708211, HQ643137, HQ665287
Lep	Leptolegnia sp.	CBS 582.85	OOMYA1238-08	HQ708212, HQ643138, HQ665275
NA	Peronospora aparines	HV 97	DM001-10	HM033187, AY198300
NA	Peronospora calotheca	HV 81	DM002-10	HM033188, AY198298
NA	Peronospora calotheca	HV 83	NA	AY035483
NA	Peronospora conglomerata	HV 26	DM003-10	HM033189, AY198246
NA	Peronospora conglomerata	HV 27	NA	AY035489
NA	Peronospora radii	HV 22	DM005-10	HM033190, AY198296
NA	Peronospora sherardiae	HV 211	DM006-10	HM033191, AY198301
NA	Peronospora valerianellae	HV 41	DM008-10	HM033192, AY198293
NA	Peronospora violae	HV 34	DM009-10	HM033193, AY198240
Phy	Phytophthora aff. citricola	BR 1073	OOMYA1250-08	HQ708271, HQ643204
Phy	Phytophthora aff. infestans	P13660	PHYTO099-10	HQ261238, HQ261491
Phy	Phytophthora aff. meadii	CBS 235.30	OOMYA2081-10	HQ708214, HQ643140
Phy	Phytophthora aff. meadii	CBS 238.28	OOMYA2082-10	HQ708213, HQ643139
Phy	Phytophthora aff. primulae	P6817	PHYTO203-10	HQ261239, HQ261492
Phy	Phytophthora aff. rosacearum	P10678	PHYTO065-10	HQ261240, HQ261493
Phy	Phytophthora alni	CBS 117375	OOMYA2060-10	HQ708217, HQ643143
Phy	Phytophthora alni	CBS 117376	OOMYA2061-10	HQ708216, HQ643142
Phy	Phytophthora alni	IMI 392314	OOMYA2163-10	GU945463, GU993881
Phy	Phytophthora alni	P10564	PHYTO055-10	HQ261244, HQ261497
Phy	Phytophthora alni	P11193	PHYTO084-10	HQ261243, HQ261496
Phy	Phytophthora alni	P11318	PHYTO086-10	HQ261242, HQ261495
Phy	Phytophthora alni	P16202	PHYTO126-10	HQ261241, HQ261494
Phy	Phytophthora alticola	P16052	PHYTO120-10	HQ261245, HQ261498
Phy	Phytophthora arecae	CBS 305.62	OOMYA115-07	HQ708218, HQ643146, HQ665200
Phy	Phytophthora austrocedrae	P15132	PHYTO108-10	HQ261247, HQ261500
Phy	Phytophthora austrocedrae	P16040	PHYTO117-10	HQ261246, HQ261499
Phy	Phytophthora avicenniae	CBS 188.85	OOMYA036-07	HQ708219, HQ643147, HQ665146
Phy	Phytophthora batemanensis*	CBS 679.84	OOMYA212-07	HQ708220, HQ643148, HQ665286
Phy	Phytophthora bisheria	P11311	PHYTO085-10	HQ261249, HQ261502
Phy	Phytophthora bisheria	P7191	PHYTO217-10	HQ261248, HQ261501
Phy	Phytophthora bisheria	P10117	PHYTO013-10	HQ261250, HQ261503, EU080746
Phy	Phytophthora boehmeriae	P1257	PHYTO095-10	HQ261253, HQ261506
Phy	Phytophthora boehmeriae	P1378	PHYTO100-10	HQ261252, HQ261505
Phy	Phytophthora boehmeriae	p43	OOMYA2137-10	GU945465, GU993882
Phy	Phytophthora boehmeriae	P6950	PHYTO211-10	HQ261251, HQ261504, EU080166
Phy	Phytophthora boehmeriae*	CBS 291.29	OOMYA105-07	HQ708221, HQ643149, HQ665190
Phy	Phytophthora botryosa	P1044	PHYTO050-10	HQ261257, HQ261510
Phy	Phytophthora botryosa	P3425	PHYTO169-10	HQ261256, HQ261509
Phy	Phytophthora botryosa	p44	OOMYA2138-10	GU945466, GU993883
Phy	Phytophthora botryosa	P6944	PHYTO209-10	HQ261255, HQ261508
Phy	Phytophthora botryosa	P6945	PHYTO210-10	HQ261254, HQ261507, EU079939
Phy	Phytophthora botryosa*	CBS 581.69	OOMYA197-07	HQ708222, HQ643151
Phy	Phytophthora brassicae	CBS 112277	OOMYA2038-10	HQ708228, HQ643158
Phy	Phytophthora brassicae	CBS 180.87	OOMYA2074-10	HQ708224, HQ643154
Phy	Phytophthora brassicae	CBS 212.82	OOMYA2076-10	HQ708223, HQ643153
Phy	Phytophthora brassicae	CBS 782.97	OOMYA2115-10	HQ708226, HQ643156
Phy	Phytophthora brassicae	CBS 178.87	OOMYA034-07	HQ708225, HQ643155, HQ665144
Phy	Phytophthora brassicae	CBS 686.95	OOMYA2009-09	HQ708227, HQ643157, HQ665289
Phy	Phytophthora brassicae	P10155	PHYTO018-10	HQ261259, HQ261512, EU080794
Phy	Phytophthora brassicae	P3273	PHYTO164-10	HQ261258, HQ261511, EU079812
Phy	Phytophthora cactorum	BR 1067	OOMYA1249-08	HQ708240, HQ643170
Phy	Phytophthora cactorum	BR 194	OOMYA1242-08	HQ708239, HQ643169
Phy	Phytophthora cactorum	BR 672	OOMYA1245-08	HQ708237, HQ643167
Phy	Phytophthora cactorum	BR 673	OOMYA1246-08	HQ708236, HQ643166
Phy	Phytophthora cactorum	BR 675	OOMYA1248-08	HQ708235, HQ643165
Phy	Phytophthora cactorum	CBS 110121	OOMYA2019-10	HQ708238, HQ643168
Phy	Phytophthora cactorum	CBS 112275	OOMYA2037-10	HQ708234, HQ643164
Phy	Phytophthora cactorum	CBS 113344	OOMYA2039-10	HQ708233, HQ643163
Phy	Phytophthora cactorum	CBS 151.88	OOMYA2072-10	HQ708229, HQ643159
Phy	Phytophthora cactorum	CBS 231.30	OOMYA2078-10	HQ708231, HQ643161
Phy	Phytophthora cactorum	CBS 279.37	OOMYA2087-10	HQ708232, HQ643162
Phy	Phytophthora cactorum	CBS 294.29	OOMYA2089-10	HQ708230, HQ643160
Phy	Phytophthora cactorum	P10365	PHYTO043-10	HQ261260, HQ261513
Phy	Phytophthora cactorum	P0714	PHYTO008-10	HQ261261, HQ261514, EU080282
Phy	Phytophthora cajani	P3105	PHYTO157-10	HQ261262, HQ261515, EU080105
Phy	Phytophthora cambivora	CBS 111329	OOMYA2023-10	HQ708248, HQ643179
Phy	Phytophthora cambivora	CBS 114085	OOMYA2045-10	HQ708247, HQ643178
Phy	Phytophthora cambivora	CBS 114086	OOMYA2046-10	HQ708246, HQ643177
Phy	Phytophthora cambivora	CBS 114087	OOMYA2047-10	HQ708245, HQ643176
Phy	Phytophthora cambivora	CBS 114093	OOMYA2048-10	HQ708244, HQ643175
Phy	Phytophthora cambivora	CBS 114094	OOMYA2049-10	HQ708243, HQ643174
Phy	Phytophthora cambivora	CBS 114095	OOMYA2050-10	HQ708242, HQ643173
Phy	Phytophthora cambivora	CBS 356.78	OOMYA2100-10	HQ708241, HQ643172
Phy	Phytophthora cambivora	p64	OOMYA2142-10	GU945467, GU993885
Phy	Phytophthora cambivora	P0592	PHYTO006-10	HQ261263, HQ261516, EU080555
Phy	Phytophthora capsici	CBS 111333	OOMYA2024-10	HQ708256, HQ643188
Phy	Phytophthora capsici	CBS 111334	OOMYA2025-10	HQ708255, HQ643187
Phy	Phytophthora capsici	CBS 111335	OOMYA2026-10	HQ708254, HQ643186
Phy	Phytophthora capsici	CBS 111336	OOMYA2027-10	HQ708253, HQ643185
Phy	Phytophthora capsici	CBS 254.93	OOMYA2084-10	HQ708252, HQ643183
Phy	Phytophthora capsici	CBS 370.72	OOMYA2103-10	HQ708251, HQ643182
Phy	Phytophthora capsici	P3375	PHYTO167-10	HQ261265, HQ261518
Phy	Phytophthora capsici	P3605	PHYTO172-10	HQ261264, HQ261517
Phy	Phytophthora capsici	p8	OOMYA2144-10	GU945468, GU993886
Phy	Phytophthora capsici	CBS 554.88	OOMYA188-07	HQ708250, HQ643181, HQ665266
Phy	Phytophthora capsici	P10386	PHYTO047-10	HQ261267, HQ261520, EU079548
Phy	Phytophthora capsici	P1319	PHYTO097-10	HQ261266, HQ261519, EU079741
Phy	Phytophthora capsici*	CBS 128.23	OOMYA012-07	HQ708249, HQ643180, HQ665120
Phy	Phytophthora captiosa	P10720	PHYTO073-10	HQ261268, HQ261521
Phy	Phytophthora captiosa	P10719	PHYTO072-10	HQ261269, HQ261522, EU079663
Phy	Phytophthora cinnamomi	CBS 232.30	OOMYA2079-10	HQ708263, HQ643195
Phy	Phytophthora cinnamomi	CBS 249.60	OOMYA2083-10	HQ708262, HQ643194
Phy	Phytophthora cinnamomi	CBS 270.55	OOMYA2085-10	HQ708261, HQ643193
Phy	Phytophthora cinnamomi	CBS 304.36	OOMYA2093-10	HQ708260, HQ643192
Phy	Phytophthora cinnamomi	CBS 319.49	OOMYA2097-10	HQ708266, HQ643198
Phy	Phytophthora cinnamomi	CBS 341.72	OOMYA2098-10	HQ708265, HQ643197
Phy	Phytophthora cinnamomi	CBS 342.72	OOMYA2099-10	HQ708264, HQ643196
Phy	Phytophthora cinnamomi	CBS 402.48	OOMYA2105-10	HQ708259, HQ643191
Phy	Phytophthora cinnamomi	CBS 403.48	OOMYA2106-10	HQ708258, HQ643190
Phy	Phytophthora cinnamomi	P2100	PHYTO147-10	HQ261277, HQ261530
Phy	Phytophthora cinnamomi	P2121	PHYTO148-10	HQ261276, HQ261529
Phy	Phytophthora cinnamomi	P2160	PHYTO151-10	HQ261275, HQ261528
Phy	Phytophthora cinnamomi	P2301	PHYTO152-10	HQ261274, HQ261527
Phy	Phytophthora cinnamomi	P3232	PHYTO162-10	HQ261273, HQ261526, EU079801
Phy	Phytophthora cinnamomi	P6305	PHYTO192-10	HQ261272, HQ261525, EU079898
NA	Phytophthora cinnamomi var.	NA	NA	NA
Phy	parvispora	CBS 411.96	OOMYA154-07	HQ708268, HQ643200, HQ665231
NA	Phytophthora cinnamomi var.	NA	NA	NA
Phy	parvispora	CBS 413.96	OOMYA155-07	HQ708267, HQ643199, HQ665232
NA	Phytophthora cinnamomi var.	NA	NA	NA
Phy	parvispora	P7154	PHYTO216-10	HQ261271, HQ261524, EU080457
NA	Phytophthora cinnamomi var.	NA	NA	NA
Phy	parvispora	P8495	PHYTO248-10	HQ261270, HQ261523, EU079953
Phy	Phytophthora cinnamomi var. robiniae	P16351	PHYTO129-10	HQ261278, HQ261531
Phy	Phytophthora cinnamomi*	CBS 144.22	OOMYA017-07	HQ708257, HQ643189, HQ665126
Phy	Phytophthora citricola	BR 519	OOMYA1262-08	HQ708270, HQ643203
Phy	Phytophthora citricola	IIp52	OOMYA2127-10	GU945470, GU993888
Phy	Phytophthora citricola	P0716	PHYTO009-10	HQ261281, HQ261534
Phy	Phytophthora citricola	P0767	PHYTO010-10	HQ261280, HQ261533
Phy	Phytophthora citricola	P1805	PHYTO139-10	HQ261279, HQ261532
Phy	Phytophthora citricola*	CBS 221.88	OOMYA059-07	HQ708269, HQ643201, HQ665161
Phy	Phytophthora citrophthora	136	OOMYA2012-10	GU945471, GU993889
Phy	Phytophthora citrophthora	CBS 111338	OOMYA2029-10	HQ708275, HQ643208
Phy	Phytophthora citrophthora	CBS 111339	OOMYA2030-10	HQ708274, HQ643207
Phy	Phytophthora citrophthora	CBS 111726	OOMYA2033-10	HQ708273, HQ643206
Phy	Phytophthora citrophthora	P10368	PHYTO044-10	HQ261282, HQ261535
Phy	Phytophthora citrophthora	CBS 950.87	OOMYA241-07	HQ708272, HQ643205, HQ665305
Phy	Phytophthora citrophthora	P10341	PHYTO041-10	HQ261283, HQ261536, EU080389
Phy	Phytophthora clandestina	P3943	PHYTO182-10	HQ261284, HQ261537
Phy	Phytophthora clandestina	P3942	PHYTO181-10	HQ261285, HQ261538, EU079871
Phy	Phytophthora colocasiae	P6290	PHYTO191-10	HQ261287, HQ261540, EU080128
Phy	Phytophthora colocasiae	P6317	PHYTO194-10	HQ261286, HQ261539, EU079911
Phy	Phytophthora cryptogea	BR 521	OOMYA410-07	HQ708284, HQ643219
Phy	Phytophthora cryptogea	BR 589	OOMYA1259-08	HQ708283, HQ643218
Phy	Phytophthora cryptogea	BR 682	OOMYA1266-08	HQ708282, HQ643217
Phy	Phytophthora cryptogea	CBS 114074	OOMYA2042-10	HQ708280, HQ643215
Phy	Phytophthora cryptogea	CBS 290.35	OOMYA2088-10	HQ708278, HQ643212
Phy	Phytophthora cryptogea	CBS 418.71	OOMYA2108-10	HQ708277, HQ643211
Phy	Phytophthora cryptogea	Lev 1802	OOMYA1268-08	HQ708279, HQ643214
Phy	Phytophthora cryptogea	p13	OOMYA2131-10	GU945473, GU993890
Phy	Phytophthora cryptogea	P16165	PHYTO125-10	HQ261294, HQ261547
Phy	Phytophthora cryptogea	P1693	PHYTO136-10	HQ261293, HQ261546
Phy	Phytophthora cryptogea	P1739	PHYTO137-10	HQ261292, HQ261545
Phy	Phytophthora cryptogea	P1810	PHYTO140-10	HQ261291, HQ261544
Phy	Phytophthora cryptogea	P3700	PHYTO174-10	HQ261289, HQ261542
Phy	Phytophthora cryptogea	P10705	PHYTO070-10	HQ261297, HQ261550
Phy	Phytophthora cryptogea	P1088	PHYTO079-10	HQ261296, HQ261549, EU080451
Phy	Phytophthora cryptogea	P11822	PHYTO090-10	HQ261295, HQ261548, EU080082
Phy	Phytophthora cryptogea	P3103	PHYTO156-10	HQ261290, HQ261543, EU080631
Phy	Phytophthora cryptogea	P3876	PHYTO178-10	HQ261288, HQ261541, EU079851
Phy	Phytophthora cryptogea f. sp. begoniae	CBS 468.81	OOMYA167-07	HQ708276, HQ643210, HQ665238
Phy	Phytophthora cryptogea*	CBS 113.19	OOMYA007-07	HQ708281, HQ643216, HQ665075
Phy	Phytophthora drechsleri	P1087	PHYTO078-10	HQ261299, HQ261552
Phy	Phytophthora drechsleri	P11638	PHYTO087-10	HQ261298, HQ261551
Phy	Phytophthora drechsleri	P10331	PHYTO034-10	HQ261300, HQ261553, EU079511
Phy	Phytophthora epistomium*	CBS 590.85	OOMYA203-07	HQ708285, HQ643220, HQ665279
Phy	Phytophthora erythroseptica	BR 464	OOMYA1272-08	HQ708291, HQ643227
Phy	Phytophthora erythroseptica	BR 664	OOMYA1273-08	HQ708290, HQ643226
Phy	Phytophthora erythroseptica	CBS 111343	OOMYA2031-10	HQ708292, HQ643228
Phy	Phytophthora erythroseptica	CBS 233.30	OOMYA2080-10	HQ708287, HQ643222
Phy	Phytophthora erythroseptica	CBS 951.87	OOMYA2120-10	HQ708289, HQ643225
Phy	Phytophthora erythroseptica	CBS 956.87	OOMYA2121-10	HQ708288, HQ643224
Phy	Phytophthora erythroseptica	P0340	PHYTO003-10	HQ261302, HQ261555
Phy	Phytophthora erythroseptica	p50	OOMYA2140-10	GU945475, GU993891
Phy	Phytophthora erythroseptica	P10382	PHYTO046-10	HQ261301, HQ261554, EU080780
Phy	Phytophthora erythroseptica*	CBS 129.23	OOMYA013-07	HQ708286, HQ643221, HQ665121
Phy	Phytophthora europaea	BR 1072	OOMYA1302-08	HQ708293, HQ643229
Phy	Phytophthora europaea	P10324	PHYTO031-10	HQ261303, HQ261556, EU079486
Phy	Phytophthora fallax	P10722	PHYTO074-10	HQ261306, HQ261559
Phy	Phytophthora fallax	P10723	PHYTO075-10	HQ261305, HQ261558, EU080033
Phy	Phytophthora fallax	P10725	PHYTO076-10	HQ261304, HQ261557, EU080039
Phy	Phytophthora foliorum	P10969	PHYTO081-10	HQ261308, HQ261561, EU079684
Phy	Phytophthora foliorum	P10971	PHYTO082-10	HQ261307, HQ261560, EU079704
Phy	Phytophthora fragariae	CBS 309.62	OOMYA2095-10	HQ708295, HQ643231
Phy	Phytophthora fragariae	P11808	PHYTO089-10	HQ261312, HQ261565
Phy	Phytophthora fragariae	P6406	PHYTO196-10	HQ261309, HQ261562
Phy	Phytophthora fragariae	CBS 209.46	OOMYA044-07	HQ708294, HQ643230, HQ665150
Phy	Phytophthora fragariae	P1435	PHYTO101-10	HQ261311, HQ261564, EU079748
Phy	Phytophthora fragariae	P3820	PHYTO175-10	HQ261310, HQ261563, EU079839
Phy	Phytophthora frigida	P16051	PHYTO119-10	HQ261316, HQ261569
Phy	Phytophthora frigida	P16053	PHYTO121-10	HQ261315, HQ261568
Phy	Phytophthora frigida	P16054	PHYTO122-10	HQ261314, HQ261567
Phy	Phytophthora frigida	P16059	PHYTO123-10	HQ261313, HQ261566
Phy	Phytophthora gonapodyides	CBS 113346	OOMYA2040-10	HQ708299, HQ643236
Phy	Phytophthora gonapodyides	CBS 117380	OOMYA2063-10	HQ708296, HQ643232
Phy	Phytophthora gonapodyides	IMI 345174	OOMYA2160-10	GU945477, GU993893
Phy	Phytophthora gonapodyides	P7050	PHYTO213-10	HQ261317, HQ261570
Phy	Phytophthora gonapodyides	CBS 363.79	OOMYA134-07	HQ708298, HQ643235, HQ665216
Phy	Phytophthora gonapodyides	CBS 554.67	OOMYA187-07	HQ708297, HQ643233, HQ665265
Phy	Phytophthora hedraiandra	CBS 118732	OOMYA2066-10	HQ708300, HQ643237
Phy	Phytophthora hedraiandra	P11678	PHYTO088-10	HQ261318, HQ261571
Phy	Phytophthora heveae	P1000	PHYTO011-10	HQ261321, HQ261574
Phy	Phytophthora heveae	p28	OOMYA2133-10	GU945478, GU993894
Phy	Phytophthora heveae	P3428	PHYTO170-10	HQ261320, HQ261573
Phy	Phytophthora heveae	P8240	PHYTO240-10	HQ261319, HQ261572
Phy	Phytophthora heveae	P0578	PHYTO005-10	HQ261322, HQ261575, EU080701
Phy	Phytophthora heveae*	CBS 296.29	OOMYA111-07	HQ708301, HQ643238, HQ665194
Phy	Phytophthora hibernalis	CBS 119904	OOMYA2068-10	HQ708302, HQ643240
Phy	Phytophthora hibernalis	CBS 522.77	OOMYA176-07	HQ708303, HQ643241
Phy	Phytophthora hibernalis	P3822	PHYTO176-10	HQ261323, HQ261576, EU079518
Phy	Phytophthora himalayensis*	CBS 357.59	OOMYA132-07	HQ708304, HQ643242, HQ665215
Phy	Phytophthora humicola	CBS 114082	OOMYA2043-10	HQ708307, HQ643245
Phy	Phytophthora humicola	CBS 114083	OOMYA2044-10	HQ708306, HQ643244
Phy	Phytophthora humicola	P3826	PHYTO177-10	HQ261325, HQ261578, EU080173
Phy	Phytophthora humicola	P6701	PHYTO200-10	HQ261324, HQ261577, EU079923
Phy	Phytophthora humicola*	CBS 200.81	OOMYA038-07	HQ708305, HQ643243, HQ665148
Phy	Phytophthora idaei	CBS 968.95	OOMYA2123-10	HQ708308, HQ643246
Phy	Phytophthora idaei	P6767	PHYTO202-10	HQ261326, HQ261579, EU080134
Phy	Phytophthora ilicis	P6098	PHYTO184-10	HQ261329, HQ261582
Phy	Phytophthora ilicis	P6099	PHYTO185-10	HQ261328, HQ261581
Phy	Phytophthora ilicis	P3939	PHYTO180-10	HQ261330, HQ261583, EU079864
Phy	Phytophthora ilicis	P6860	PHYTO204-10	HQ261327, HQ261580, EU080140
Phy	Phytophthora infestans	P12022	PHYTO091-10	HQ261335, HQ261588
Phy	Phytophthora infestans	P13198	PHYTO098-10	HQ261334, HQ261587
Phy	Phytophthora infestans	P15168	PHYTO110-10	HQ261333, HQ261586
Phy	Phytophthora infestans	P15938	PHYTO114-10	HQ261332, HQ261585
Phy	Phytophthora infestans	P15941	PHYTO115-10	HQ261331, HQ261584
Phy	Phytophthora infestans	CBS 366.51	OOMYA135-07	HQ708309, HQ643247, HQ665217
Phy	Phytophthora infestans	P10650	PHYTO062-10	HQ261336, HQ261589, EU079630
Phy	Phytophthora inflata	p122	OOMYA2130-10	GU945481, GU993896
Phy	Phytophthora insolita	IMI 288805	OOMYA2157-10	GU945482, GU993897
Phy	Phytophthora insolita	P6195	PHYTO187-10	HQ261338, HQ261591, EU080180
Phy	Phytophthora insolita	P6703	PHYTO201-10	HQ261337, HQ261590, EU080214
Phy	Phytophthora inundata	BR 332	OOMYA1316-08	HQ708312, HQ643252
Phy	Phytophthora inundata	CBS 216.85	OOMYA2077-10	HQ708310, HQ643250
Phy	Phytophthora inundata	P8479	PHYTO246-10	HQ261340, HQ261593
Phy	Phytophthora inundata	CBS 215.85	OOMYA1324-08	HQ708311, HQ643251, HQ665154
Phy	Phytophthora inundata	P8478	PHYTO245-10	HQ261341, HQ261594, EU079946
Phy	Phytophthora inundata	P8619	PHYTO251-10	HQ261339, HQ261592, EU080207
Phy	Phytophthora ipomoeae	PRI 810	OOMYA2153-10	HQ708313, HQ643253
Phy	Phytophthora ipomoeae	P10225	PHYTO022-10	HQ261344, HQ261597, EU080835
Phy	Phytophthora ipomoeae	P10226	PHYTO023-10	HQ261343, HQ261596, EU080842
Phy	Phytophthora ipomoeae	P10227	PHYTO024-10	HQ261342, HQ261595, EU080849
Phy	Phytophthora iranica	P3882	PHYTO179-10	HQ261345, HQ261598, EU080116
Phy	Phytophthora iranica*	CBS 374.72	OOMYA138-07	HQ708314, HQ643254, HQ665219
Phy	Phytophthora katsurae	p45	OOMYA2139-10	GU945485, GU993899
Phy	Phytophthora katsurae	P6921	PHYTO208-10	HQ261346, HQ261599
Phy	Phytophthora katsurae	CBS 587.85	OOMYA201-07	HQ708315, HQ643255, HQ665278
Phy	Phytophthora katsurae	P10187	PHYTO019-10	HQ261348, HQ261601, EU080807
Phy	Phytophthora katsurae	P3389	PHYTO168-10	HQ261347, HQ261600, EU079819
Phy	Phytophthora kernoviae	IMI 393172	OOMYA2164-10	GU945486, GU993900
Phy	Phytophthora kernoviae	PRI 712	OOMYA2149-10	HQ708319, HQ643261
Phy	Phytophthora kernoviae	PRI 713	OOMYA2150-10	HQ708318, HQ643260
Phy	Phytophthora kernoviae	PRI 714	OOMYA2151-10	HQ708317, HQ643259
Phy	Phytophthora kernoviae	PRI 715	OOMYA2152-10	HQ708316, HQ643258
Phy	Phytophthora kernoviae	P10671	PHYTO064-10	HQ261351, HQ261604, EU080032
Phy	Phytophthora kernoviae	P10681	PHYTO066-10	HQ261350, HQ261603, EU079650
Phy	Phytophthora kernoviae	P10958	PHYTO080-10	HQ261349, HQ261602, EU080057
Phy	Phytophthora lateralis	Lev 1213	OOMYA249-07	HQ708320, HQ643263
Phy	Phytophthora lateralis	p51	OOMYA2141-10	GU945487, GU993901
Phy	Phytophthora litchii	BR 892	OOMYA1239-08	HQ708322, HQ643265
Phy	Phytophthora litchii	BR 893	OOMYA1240-08	HQ708321, HQ643264
Phy	Phytophthora litchii	CBS 100.81	OOMYA002-07	HQ708323, HQ643266
Phy	Phytophthora macrochlamydospora	IMI 351473	OOMYA2161-10	GU945488, GU993902
Phy	Phytophthora macrochlamydospora	P10267	PHYTO026-10	HQ261353, HQ261606, EU080009
Phy	Phytophthora macrochlamydospora	P8017	PHYTO222-10	HQ261352, HQ261605, EU080662
Phy	Phytophthora meadii	p75	OOMYA2143-10	GU945489, GU993903
Phy	Phytophthora meadii	CBS 219.88	OOMYA055-07	HQ708324, HQ643268, HQ665159
