Genus	Isolate	Isolate_ID	BOLD_ID	Genbank_acc
Pyt	Pythium catenulatum	Lev 1524	OOMYA302-07	HQ708539, HQ643493
Pyt	Pythium catenulatum	Lev 1532	OOMYA308-07	HQ708538, HQ643492
Pyt	Pythium catenulatum	Lev 1533	OOMYA1627-08	HQ708537, HQ643491
Pyt	Pythium catenulatum	CBS 842.68	OOMYA238-07	HQ708540, HQ643494, HQ665302
Pyt	Pythium cf. dictyosporum	ADC 0114	OOMYA1663-08	HQ708541, HQ643495
Pyt	Pythium chondricola	CBS 206.85	OOMYA1376-08	HQ708543, HQ643497
Pyt	Pythium chondricola	CBS 207.85	OOMYA1377-08	HQ708542, HQ643496
Pyt	Pythium chondricola	CBS 312.93	OOMYA1581-08	HQ708545, HQ643499
Pyt	Pythium chondricola*	CBS 203.85	OOMYA040-07	HQ708544, HQ643498, HQ665149
Pyt	Pythium coloratum	BR 1063	OOMYA1391-08	HQ708553, HQ643507
Pyt	Pythium coloratum	BR 176	OOMYA1380-08	HQ708552, HQ643506
Pyt	Pythium coloratum	BR 323	OOMYA1382-08	HQ708551, HQ643505
Pyt	Pythium coloratum	BR 621	OOMYA1383-08	HQ708550, HQ643504
Pyt	Pythium coloratum	BR 677	OOMYA1385-08	HQ708549, HQ643503
Pyt	Pythium coloratum	BR 678	OOMYA1386-08	HQ708548, HQ643502
Pyt	Pythium coloratum	BR 908	OOMYA1389-08	HQ708546, HQ643500
Pyt	Pythium coloratum*	CBS 154.64	OOMYA019-07	HQ708547, HQ643501, HQ665128
Pyt	Pythium conidiophorum	BR 160	OOMYA1399-08	HQ708559, HQ643513
Pyt	Pythium conidiophorum	BR 260	OOMYA1433-08	HQ708558, HQ643512
Pyt	Pythium conidiophorum	CBS 224.88	OOMYA063-07	HQ708554, HQ643508
Pyt	Pythium conidiophorum	Lev 1465	OOMYA279-07	HQ708557, HQ643511
Pyt	Pythium conidiophorum	Lev 1624	OOMYA346-07	HQ708556, HQ643510
Pyt	Pythium conidiophorum	CBS 223.88	OOMYA062-07	HQ708555, HQ643509, HQ665166
Pyt	Pythium contiguanum*	CBS 221.94	OOMYA1392-08	HQ708560, HQ643514, HQ665162
Pyt	Pythium cryptoirregulare*	CBS 118731	OOMYA1393-08	HQ708561, HQ643515, HQ665083
Pyt	Pythium cylindrosporum	DAOM 232335	OOMYA1394-08	HQ708563, HQ643517
Pyt	Pythium cylindrosporum*	CBS 218.94	OOMYA053-07	HQ708562, HQ643516, HQ665157
Pyt	Pythium cystogenes*	CBS 675.85	OOMYA1395-08	HQ708564, HQ643518, HQ665284
Pyt	Pythium debaryanum	CBS 752.96	OOMYA232-07	HQ708565, HQ643519, HQ665294
Pyt	Pythium deliense	CBS 114.84	OOMYA008-07	HQ708566, HQ643520
Pyt	Pythium deliense	Lev 2095	OOMYA018-07	HQ708567, HQ643521
Pyt	Pythium deliense*	CBS 314.33	OOMYA118-07	HQ708568, HQ643522, HQ665204
Pyt	Pythium diclinum	CBS 526.74	OOMYA1398-08	HQ708569, HQ643523
Pyt	Pythium diclinum	CBS 664.79	OOMYA208-07	HQ708570, HQ643524, HQ665282
Pyt	Pythium dimorphum*	CBS 406.72	OOMYA152-07	HQ708571, HQ643525, HQ665229
Pyt	Pythium dissimile	CBS 523.74	OOMYA1401-08	HQ708573, HQ643527
Pyt	Pythium dissimile*	CBS 155.64	OOMYA020-07	HQ708572, HQ643526, HQ665130
Pyt	Pythium dissotocum	BR 127	OOMYA1402-08	HQ708576, HQ643530
Pyt	Pythium dissotocum	DAOM 229134	OOMYA1403-08	HQ708575, HQ643529
Pyt	Pythium dissotocum	CBS 166.68	OOMYA027-07	HQ708574, HQ643528, HQ665139
Pyt	Pythium echinulatum	CBS 281.64	OOMYA099-07	HQ708577, HQ643531, HQ665183
Pyt	Pythium emineosum	BR 836	OOMYA1578-08	GQ244424, GQ244428
Pyt	Pythium emineosum*	BR 479	OOMYA1576-08	GQ244423, GQ244427
Pyt	Pythium erinaceus	Lev 1620	OOMYA344-07	HQ708579, HQ643535
Pyt	Pythium erinaceus*	CBS 505.80	OOMYA172-07	HQ708578, HQ643534, HQ665243
Pyt	Pythium flevoense	CBS 233.72	OOMYA1405-08	HQ708583, HQ643539
Pyt	Pythium flevoense	CBS 236.72	OOMYA076-07	HQ708581, HQ643537
Pyt	Pythium flevoense	CBS 278.81	OOMYA1225-08	HQ708580, HQ643536, HQ665182
Pyt	Pythium flevoense*	CBS 234.72	OOMYA073-07	HQ708582, HQ643538, HQ665170
Pyt	Pythium folliculosum*	CBS 220.94	OOMYA057-07	HQ708584, HQ643540, HQ665160
Pyt	Pythium glomeratum	CBS 119165	OOMYA1406-08	HQ708588, HQ643544, HQ665085
Pyt	Pythium glomeratum	CBS 120914	OOMYA1407-08	HQ708587, HQ643543, HQ665091
Pyt	Pythium glomeratum	CBS 122644	OOMYA1408-08	HQ708586, HQ643542, HQ665097
Pyt	Pythium glomeratum	CBS 122651	OOMYA1410-08	HQ708585, HQ643541, HQ665104
Pyt	Pythium graminicola	CBS 327.62	OOMYA125-07	HQ708589, HQ643545, HQ665211
Pyt	Pythium grandisporangium*	CBS 286.79	OOMYA100-07	HQ708590, HQ643546, HQ665187
Pyt	Pythium helicandrum	CBS 527.74	OOMYA1417-08	HQ708591, HQ643547
Pyt	Pythium helicandrum	CBS 694.79	OOMYA1418-08	HQ708594, HQ643550
Pyt	Pythium helicandrum	CBS 844.68	OOMYA239-07	HQ708593, HQ643549
Pyt	Pythium helicandrum*	CBS 393.54	OOMYA147-07	HQ708592, HQ643548, HQ665225
Pyt	Pythium heterothallicum	ADC 9868	OOMYA1747-08	HQ708607, HQ643563
Pyt	Pythium heterothallicum	BR 440	OOMYA1422-08	HQ708606, HQ643562
Pyt	Pythium heterothallicum	BR 749	OOMYA1712-08	HQ708605, HQ643561
Pyt	Pythium heterothallicum	BR 806	OOMYA1425-08	HQ708604, HQ643560
Pyt	Pythium heterothallicum	BR 828	OOMYA1746-08	HQ708603, HQ643559
Pyt	Pythium heterothallicum	DAOM 229136	OOMYA1429-08	HQ708602, HQ643558
Pyt	Pythium heterothallicum	DAOM 229137	OOMYA1430-08	HQ708601, HQ643557
Pyt	Pythium heterothallicum	DAOM 229138	OOMYA1431-08	HQ708600, HQ643556
Pyt	Pythium heterothallicum	DAOM 229140	OOMYA441-07	HQ708599, HQ643555
Pyt	Pythium heterothallicum	Lev 1590	OOMYA326-07	HQ708598, HQ643554
Pyt	Pythium heterothallicum	CBS 122655	OOMYA1427-08	HQ708596, HQ643552, HQ665107
Pyt	Pythium heterothallicum	CBS 122656	OOMYA1428-08	HQ708595, HQ643551, HQ665108
Pyt	Pythium heterothallicum*	CBS 450.67	OOMYA161-07	HQ708597, HQ643553, HQ665235
Pyt	Pythium hydnosporum	CBS 253.60	OOMYA085-07	HQ708608, HQ643564, HQ665175
Pyt	Pythium hypogynum	CBS 234.94	OOMYA074-07	HQ708609, HQ643565, HQ665171
Pyt	Pythium inflatum	CBS 168.68	OOMYA029-07	HQ708610, HQ643566, HQ665140
Pyt	Pythium insidiosum	CBS 577.85	OOMYA1435-08	HQ708613, HQ643569
Pyt	Pythium insidiosum	CBS 578.85	OOMYA1436-08	HQ708612, HQ643568
Pyt	Pythium insidiosum	CBS 580.85	OOMYA1437-08	HQ708611, HQ643567
Pyt	Pythium insidiosum*	CBS 574.85	OOMYA193-07	HQ708614, HQ643570, HQ665273
Pyt	Pythium intermedium	BR 1042	OOMYA1447-08	HQ708623, HQ643579
Pyt	Pythium intermedium	BR 128	OOMYA1828-08	HQ708622, HQ643578
Pyt	Pythium intermedium	BR 339	OOMYA1438-08	HQ708621, HQ643577
Pyt	Pythium intermedium	BR 485	OOMYA1439-08	HQ708620, HQ643576
Pyt	Pythium intermedium	BR 707	OOMYA1440-08	HQ708619, HQ643575
Pyt	Pythium intermedium	BR 734	OOMYA1441-08	HQ708618, HQ643574
Pyt	Pythium intermedium	BR 869	OOMYA1800-08	HQ708617, HQ643573
Pyt	Pythium intermedium	BR 924	OOMYA1443-08	HQ708615, HQ643571
Pyt	Pythium intermedium	CBS 266.38	OOMYA091-07	HQ708616, HQ643572, HQ665180
Pyt	Pythium irregulare	BR 1000	OOMYA1533-08	HQ708711, HQ643667
Pyt	Pythium irregulare	BR 1001	OOMYA401-07	HQ708710, HQ643666
Pyt	Pythium irregulare	BR 1002	OOMYA1534-08	HQ708709, HQ643665
Pyt	Pythium irregulare	BR 1003	OOMYA1535-08	HQ708708, HQ643664
Pyt	Pythium irregulare	BR 1004	OOMYA1536-08	HQ708707, HQ643663
Pyt	Pythium irregulare	BR 1005	OOMYA1537-08	HQ708706, HQ643662
Pyt	Pythium irregulare	BR 1006	OOMYA1538-08	HQ708705, HQ643661
Pyt	Pythium irregulare	BR 1008	OOMYA1539-08	HQ708704, HQ643660
Pyt	Pythium irregulare	BR 1009	OOMYA1540-08	HQ708703, HQ643659
Pyt	Pythium irregulare	BR 1013	OOMYA402-07	HQ708702, HQ643658
Pyt	Pythium irregulare	BR 1014	OOMYA1543-08	HQ708701, HQ643657
Pyt	Pythium irregulare	BR 1015	OOMYA1544-08	HQ708700, HQ643656
Pyt	Pythium irregulare	BR 1016	OOMYA1545-08	HQ708699, HQ643655
Pyt	Pythium irregulare	BR 1017	OOMYA1546-08	HQ708698, HQ643654
Pyt	Pythium irregulare	BR 1018	OOMYA1547-08	HQ708697, HQ643653
Pyt	Pythium irregulare	BR 1019	OOMYA1548-08	HQ708696, HQ643652
Pyt	Pythium irregulare	BR 1021	OOMYA1549-08	HQ708695, HQ643651
Pyt	Pythium irregulare	BR 1022	OOMYA1550-08	HQ708694, HQ643650
Pyt	Pythium irregulare	BR 1039	OOMYA1553-08	HQ708693, HQ643649
Pyt	Pythium irregulare	BR 1040	OOMYA1554-08	HQ708692, HQ643648
Pyt	Pythium irregulare	BR 1051	OOMYA1555-08	HQ708691, HQ643647
Pyt	Pythium irregulare	BR 1052	OOMYA1556-08	HQ708690, HQ643646
Pyt	Pythium irregulare	BR 1068	OOMYA1558-08	HQ708689, HQ643645
Pyt	Pythium irregulare	BR 387	OOMYA1456-08	HQ708688, HQ643644
Pyt	Pythium irregulare	BR 469	OOMYA1457-08	HQ708687, HQ643643
Pyt	Pythium irregulare	BR 598	OOMYA1458-08	HQ708686, HQ643642
Pyt	Pythium irregulare	BR 629	OOMYA1460-08	HQ708685, HQ643641
Pyt	Pythium irregulare	BR 630	OOMYA1461-08	HQ708684, HQ643640
Pyt	Pythium irregulare	BR 631	OOMYA1462-08	HQ708683, HQ643639
Pyt	Pythium irregulare	BR 636	OOMYA331-07	HQ708682, HQ643638
Pyt	Pythium irregulare	BR 642	OOMYA1463-08	HQ708681, HQ643637
Pyt	Pythium irregulare	BR 722	OOMYA1465-08	HQ708680, HQ643636
Pyt	Pythium irregulare	BR 733	OOMYA1467-08	HQ708679, HQ643635
Pyt	Pythium irregulare	BR 772	OOMYA1469-08	HQ708678, HQ643634
Pyt	Pythium irregulare	BR 775	OOMYA1470-08	HQ708677, HQ643633
Pyt	Pythium irregulare	BR 778	OOMYA1471-08	HQ708676, HQ643632
Pyt	Pythium irregulare	BR 802	OOMYA1473-08	HQ708675, HQ643631
Pyt	Pythium irregulare	BR 804	OOMYA1474-08	HQ708674, HQ643630
Pyt	Pythium irregulare	BR 808	OOMYA1476-08	HQ708673, HQ643629
Pyt	Pythium irregulare	BR 811	OOMYA1477-08	HQ708672, HQ643628
Pyt	Pythium irregulare	BR 812	OOMYA1478-08	HQ708671, HQ643627
Pyt	Pythium irregulare	BR 815	OOMYA1479-08	HQ708670, HQ643626
Pyt	Pythium irregulare	BR 818	OOMYA1480-08	HQ708669, HQ643625
Pyt	Pythium irregulare	BR 819	OOMYA1693-08	HQ708668, HQ643624
Pyt	Pythium irregulare	BR 820	OOMYA1481-08	HQ708667, HQ643623
Pyt	Pythium irregulare	BR 821	OOMYA1694-08	HQ708666, HQ643622
Pyt	Pythium irregulare	BR 870	OOMYA1482-08	HQ708665, HQ643621
Pyt	Pythium irregulare	BR 900	OOMYA1486-08	HQ708639, HQ643595
Pyt	Pythium irregulare	BR 909	OOMYA1489-08	HQ708638, HQ643594
Pyt	Pythium irregulare	BR 911	OOMYA1490-08	HQ708637, HQ643593
Pyt	Pythium irregulare	BR 912	OOMYA1491-08	HQ708636, HQ643592
Pyt	Pythium irregulare	BR 914	OOMYA1492-08	HQ708635, HQ643591
Pyt	Pythium irregulare	BR 918	OOMYA1495-08	HQ708634, HQ643590
Pyt	Pythium irregulare	BR 920	OOMYA1496-08	HQ708633, HQ643589
Pyt	Pythium irregulare	BR 921	OOMYA1497-08	HQ708632, HQ643588
Pyt	Pythium irregulare	BR 923	OOMYA1498-08	HQ708631, HQ643587
Pyt	Pythium irregulare	BR 933	OOMYA338-07	HQ708630, HQ643586
Pyt	Pythium irregulare	BR 934	OOMYA1500-08	HQ708629, HQ643585
Pyt	Pythium irregulare	BR 940	OOMYA1506-08	HQ708628, HQ643584
Pyt	Pythium irregulare	BR 946	OOMYA1508-08	HQ708627, HQ643583
Pyt	Pythium irregulare	BR 947	OOMYA1509-08	HQ708626, HQ643582
Pyt	Pythium irregulare	BR 948	OOMYA1510-08	HQ708625, HQ643581
Pyt	Pythium irregulare	BR 959	OOMYA1514-08	HQ708624, HQ643580
Pyt	Pythium irregulare	BR 960	OOMYA1515-08	HQ708664, HQ643620
Pyt	Pythium irregulare	BR 961	OOMYA1516-08	HQ708663, HQ643619
Pyt	Pythium irregulare	BR 962	OOMYA339-07	HQ708662, HQ643618
Pyt	Pythium irregulare	BR 963	OOMYA1517-08	HQ708661, HQ643617
Pyt	Pythium irregulare	BR 964	OOMYA1518-08	HQ708660, HQ643616
Pyt	Pythium irregulare	BR 965	OOMYA1519-08	HQ708659, HQ643615
Pyt	Pythium irregulare	BR 966	OOMYA1520-08	HQ708658, HQ643614
Pyt	Pythium irregulare	BR 967	OOMYA1521-08	HQ708657, HQ643613
Pyt	Pythium irregulare	BR 969	OOMYA1522-08	HQ708656, HQ643612
Pyt	Pythium irregulare	BR 970	OOMYA1523-08	HQ708655, HQ643611
Pyt	Pythium irregulare	BR 971	OOMYA1524-08	HQ708654, HQ643610
Pyt	Pythium irregulare	BR 972	OOMYA1525-08	HQ708653, HQ643609
Pyt	Pythium irregulare	BR 979	OOMYA1698-08	HQ708652, HQ643608
Pyt	Pythium irregulare	BR 994	OOMYA1528-08	HQ708651, HQ643607
Pyt	Pythium irregulare	BR 995	OOMYA1529-08	HQ708650, HQ643606
Pyt	Pythium irregulare	BR 996	OOMYA1530-08	HQ708649, HQ643605
Pyt	Pythium irregulare	BR 997	OOMYA1531-08	HQ708648, HQ643604
Pyt	Pythium irregulare	BR 999	OOMYA1532-08	HQ708647, HQ643603
Pyt	Pythium irregulare	CBS 749.96	OOMYA1559-08	HQ708646, HQ643602
Pyt	Pythium irregulare	DAOM 232336	OOMYA1561-08	HQ708645, HQ643601
Pyt	Pythium irregulare	Lev 1680	OOMYA1762-08	HQ708644, HQ643600
Pyt	Pythium irregulare	Lev 2120	OOMYA1563-08	HQ708643, HQ643599
Pyt	Pythium irregulare	Lev 2151	OOMYA433-07	HQ708642, HQ643598
Pyt	Pythium irregulare	Lev 3105	OOMYA1566-08	HQ708641, HQ643597
Pyt	Pythium irregulare	ADC 0838	OOMYA1453-08	HQ708712, HQ643668, HQ665051
Pyt	Pythium irregulare	CBS 250.28	OOMYA083-07	HQ708640, HQ643596, HQ665172
Pyt	Pythium iwayamai	CBS 156.64	OOMYA021-07	HQ708713, HQ643669, HQ665131
Pyt	Pythium kashmirense*	CBS 122908	OOMYA1569-08	HQ708715, HQ643671, HQ665118
Pyt	Pythium kunmingense*	CBS 550.88	OOMYA182-07	HQ708716, HQ643672, HQ665259
Pyt	Pythium longandrum	CBS 122660	OOMYA1572-08	HQ708722, HQ643678, HQ665112
Pyt	Pythium longandrum*	CBS 112355	OOMYA1571-08	HQ708723, HQ643679, HQ665071
Pyt	Pythium longisporangium*	CBS 122646	OOMYA1573-08	HQ708724, HQ643680, HQ665099
Pyt	Pythium lucens*	CBS 113342	OOMYA1574-08	HQ708725, HQ643681, HQ665077
Pyt	Pythium lutarium*	CBS 222.88	OOMYA060-07	HQ708726, HQ643682, HQ665163
Pyt	Pythium lycopersicum*	CBS 122909	OOMYA1575-08	HQ708727, HQ643683, HQ665119
Pyt	Pythium macrosporum	ADC 0029	OOMYA1776-08	HQ708730, HQ643686
Pyt	Pythium macrosporum*	CBS 574.80	OOMYA192-07	HQ708728, HQ643684, HQ665272
Pyt	Pythium mamillatum	BR 648	OOMYA1580-08	HQ708733, HQ643689
Pyt	Pythium mamillatum	BR 765	OOMYA340-07	HQ708732, HQ643688
Pyt	Pythium mamillatum	CBS 251.28	OOMYA084-07	HQ708731, HQ643687, HQ665173
Pyt	Pythium marsipium	CBS 773.81	OOMYA235-07	HQ708734, HQ643690, HQ665297
Pyt	Pythium mastophorum	ADC 0158	OOMYA1582-08	HQ708736, HQ643692
Pyt	Pythium mastophorum	CBS 375.72	OOMYA139-07	HQ708735, HQ643691, HQ665220
Pyt	Pythium megalacanthum	DAOM 229154	OOMYA1586-08	HQ708737, HQ643693
Pyt	Pythium middletonii	CBS 528.74	OOMYA177-07	HQ708738, HQ643694, HQ665249
Pyt	Pythium minus	CBS 122657	OOMYA1589-08	HQ708739, HQ643695, HQ665109
Pyt	Pythium minus*	CBS 226.88	OOMYA066-07	HQ708740, HQ643696, HQ665168
Pyt	Pythium monospermum	BR 1031	OOMYA1681-08	HQ708743, HQ643699
Pyt	Pythium monospermum	BR 1032	OOMYA1682-08	HQ708742, HQ643698
Pyt	Pythium monospermum	CBS 158.73	OOMYA025-07	HQ708741, HQ643697, HQ665137
Pyt	Pythium multisporum*	CBS 470.50	OOMYA168-07	HQ708744, HQ643700, HQ665239
Pyt	Pythium myriotylum	CBS 695.79	OOMYA218-07	HQ708748, HQ643704
Pyt	Pythium myriotylum	Lev 1529	OOMYA306-07	HQ708747, HQ643703
Pyt	Pythium myriotylum	Lev 1737	OOMYA376-07	HQ708746, HQ643702
Pyt	Pythium myriotylum	CBS 254.70	OOMYA086-07	HQ708745, HQ643701, HQ665176
Pyt	Pythium nagaii	BR 602	OOMYA330-07	HQ708751, HQ643707
Pyt	Pythium nagaii	BR 646	OOMYA1612-08	HQ708750, HQ643706
Pyt	Pythium nagaii	CBS 779.96	OOMYA1597-08	HQ708749, HQ643705, HQ665299
Pyt	Pythium nodosum	CBS 122661	OOMYA1614-08	HQ708752, HQ643708, HQ665113
Pyt	Pythium nodosum*	CBS 102274	OOMYA1598-08	HQ708753, HQ643709, HQ665055
Pyt	Pythium nunn	Lev 2098	OOMYA1599-08	HQ708754, HQ643710
Pyt	Pythium nunn*	CBS 808.96	OOMYA237-07	HQ708755, HQ643711, HQ665300
Pyt	Pythium okanoganense	CBS 701.83	OOMYA222-07	HQ708757, HQ643713
Pyt	Pythium okanoganense*	CBS 315.81	OOMYA119-07	HQ708758, HQ643714, HQ665205
Pyt	Pythium oligandrum	BR 252	OOMYA1602-08	HQ708760, HQ643716
Pyt	Pythium oligandrum	CBS 382.34	OOMYA145-07	HQ708759, HQ643715, HQ665223
Pyt	Pythium oopapillum	BR 180	OOMYA1381-08	FJ655180, FJ655176
Pyt	Pythium oopapillum	BR 641	OOMYA1342-08	FJ655179, FJ655175
Pyt	Pythium oopapillum*	BR 632	OOMYA1384-08	FJ655178, FJ655174
Pyt	Pythium ornacarpum*	CBS 112350	OOMYA1603-08	HQ708762, HQ643721, HQ665066
Pyt	Pythium ornamentatum	CBS 122665	OOMYA1604-08	HQ708763, HQ643722, HQ665117
Pyt	Pythium orthogonon*	CBS 376.72	OOMYA140-07	HQ708764, HQ643723, HQ665221
Pyt	Pythium pachycaule	BR 679	OOMYA1387-08	HQ708768, HQ643727
Pyt	Pythium pachycaule	CBS 224.94	OOMYA064-07	HQ708767, HQ643726
Pyt	Pythium pachycaule	CBS 225.94	OOMYA1606-08	HQ708766, HQ643725
Pyt	Pythium pachycaule*	CBS 227.88	OOMYA067-07	HQ708765, HQ643724, HQ665169
Pyt	Pythium paddicum	CBS 698.83	OOMYA219-07	HQ708769, HQ643728, HQ665290
Pyt	Pythium papilogynum	CBS 122648	OOMYA1608-08	HQ708770, HQ643729, HQ665101
Pyt	Pythium paroecandrum	ADC 9909	OOMYA1655-08	HQ708778, HQ643737
Pyt	Pythium paroecandrum	ADC 9910	OOMYA1656-08	HQ708777, HQ643736
Pyt	Pythium paroecandrum	BR 601	OOMYA1459-08	HQ708776, HQ643735
Pyt	Pythium paroecandrum	BR 773	OOMYA1852-08	HQ708775, HQ643734
Pyt	Pythium paroecandrum	BR 774	OOMYA1670-08	HQ708774, HQ643733
Pyt	Pythium paroecandrum	BR 807	OOMYA1475-08	HQ708773, HQ643732
Pyt	Pythium paroecandrum	BR 929	OOMYA1499-08	HQ708771, HQ643730
Pyt	Pythium paroecandrum	CBS 157.64	OOMYA022-07	HQ708772, HQ643731, HQ665133
Pyt	Pythium parvum*	CBS 225.88	OOMYA065-07	HQ708779, HQ643738, HQ665167
Pyt	Pythium pectinolyticum*	CBS 122643	OOMYA1615-08	HQ708780, HQ643739, HQ665096
Pyt	Pythium periilum	CBS 169.68	OOMYA030-07	HQ708781, HQ643740, HQ665141
Pyt	Pythium periplocum	CBS 170.68	OOMYA1618-08	HQ708782, HQ643741
Pyt	Pythium periplocum	CBS 122664	OOMYA1617-08	HQ708783, HQ643742, HQ665116
Pyt	Pythium periplocum*	CBS 289.31	OOMYA103-07	HQ708784, HQ643743, HQ665189
Pyt	Pythium perplexum	BR 984	OOMYA1619-08	HQ708786, HQ643745
Pyt	Pythium perplexum	CBS 674.85	OOMYA210-07	HQ708785, HQ643744, HQ665283
Pyt	Pythium phragmitis*	CBS 117104	OOMYA1620-08	HQ708787, HQ643746, HQ665081
Pyt	Pythium pleroticum	CBS 776.81	OOMYA236-07	HQ708789, HQ643748, HQ665298
Pyt	Pythium plurisporium	ADC 9824	OOMYA1623-08	HQ708791, HQ643750
Pyt	Pythium plurisporium*	CBS 100530	OOMYA1624-08	HQ708790, HQ643749, HQ665052
Pyt	Pythium polymastum	CBS 811.70	OOMYA1625-08	HQ708793, HQ643752, HQ665301
Pyt	Pythium porphyrae	CBS 369.79	OOMYA137-07	HQ708794, HQ643753, HQ665218
Pyt	Pythium prolatum*	CBS 845.68	OOMYA240-07	HQ708795, HQ643754, HQ665303
Pyt	Pythium pyrilobum*	CBS 158.64	OOMYA024-07	HQ708796, HQ643755, HQ665136
Pyt	Pythium radiosum*	CBS 217.94	OOMYA051-07	HQ708797, HQ643756, HQ665156
Pyt	Pythium rhizo-oryzae*	CBS 119169	OOMYA1628-08	HQ708798, HQ643757, HQ665087
Pyt	Pythium rhizosaccharum	CBS 122652	OOMYA1630-08	HQ708800, HQ643759, HQ665105
Pyt	Pythium rhizosaccharum	CBS 122654	OOMYA1632-08	HQ708799, HQ643758, HQ665106
Pyt	Pythium rhizosaccharum*	CBS 112356	OOMYA1629-08	HQ708801, HQ643760, HQ665072
Pyt	Pythium rostratifingens	BR 1061	OOMYA1699-08	HQ708806, HQ643765
Pyt	Pythium rostratifingens	BR 197	OOMYA351-07	HQ708807, HQ643766
Pyt	Pythium rostratifingens	BR 627	OOMYA352-07	HQ708805, HQ643764
Pyt	Pythium rostratifingens	CBS 383.34	OOMYA1634-08	HQ708803, HQ643762
Pyt	Pythium rostratifingens	Lev 3023	OOMYA1635-08	HQ708804, HQ643763
Pyt	Pythium rostratifingens*	CBS 115464	OOMYA1633-08	HQ708802, HQ643761, HQ665080
Pyt	Pythium rostratum	CBS 533.74	OOMYA179-07	HQ708808, HQ643767, HQ665252
Pyt	Pythium salpingophorum	BR 1024	OOMYA1642-08	HQ708811, HQ643770
Pyt	Pythium salpingophorum	BR 750	OOMYA1640-08	HQ708810, HQ643769
Pyt	Pythium salpingophorum	CBS 471.50	OOMYA169-07	HQ708809, HQ643768, HQ665240
Pyt	Pythium scleroteichum*	CBS 294.37	OOMYA109-07	HQ708812, HQ643771, HQ665192
Pyt	Pythium segnitium*	CBS 112354	OOMYA1644-08	HQ708813, HQ643772, HQ665070
Pyt	Pythium senticosum*	CBS 122490	OOMYA1645-08	HQ708814, HQ643773, HQ665093
Pyt	Pythium sp.	CBS 113341	OOMYA1639-08	HQ708818, HQ643777, HQ665076
Pyt	Pythium sp.	CBS 750.96	OOMYA231-07	HQ708817, HQ643776, HQ665293
Pyt	Pythium sp. "balticum"	CBS 122649	OOMYA1370-08	HQ708525, HQ643478, HQ665102
Pyt	Pythium sp. "Group F"	ADC 0014	OOMYA1706-08	HQ708826, HQ643785
Pyt	Pythium sp. "Group F"	ADC 9425	OOMYA1707-08	HQ708825, HQ643784
Pyt	Pythium sp. "Group F"	ADC 9426	OOMYA1708-08	HQ708824, HQ643783
Pyt	Pythium sp. "Group F"	ADC 9518	OOMYA1709-08	HQ708823, HQ643782
Pyt	Pythium sp. "Group F"	ADC 9989	OOMYA1710-08	HQ708822, HQ643781
Pyt	Pythium sp. "Group F"	BR 1041	OOMYA1716-08	HQ708821, HQ643780
Pyt	Pythium sp. "Group F"	BR 1044	OOMYA1717-08	HQ708820, HQ643779
Pyt	Pythium sp. "Group F"	BR 710	OOMYA335-07	HQ708830, HQ643789
Pyt	Pythium sp. "Group F"	BR 739	OOMYA1711-08	HQ708829, HQ643788
Pyt	Pythium sp. "Group F"	BR 777	OOMYA1713-08	HQ708828, HQ643787
Pyt	Pythium sp. "jasmonium"	DAOM 229150	OOMYA422-07	HQ708714, HQ643670
Pyt	Pythium sp. "jasmonium"	CBS 101876	OOMYA1568-08	HQ708819, HQ643778, HQ665054
Pyt	Pythium sp. "spiculacarpum"	CBS 122647	OOMYA1781-08	HQ708815, HQ643774, HQ665100
Pyt	Pythium sp. "tumidum"	CBS 223.94	OOMYA1827-08	HQ708816, HQ643775
Pyt	Pythium sp. nov.	ADC 0013	OOMYA1587-08	HQ708876, HQ643835
Pyt	Pythium sp. nov.	ADC 0110	OOMYA1588-08	HQ708875, HQ643834
Pyt	Pythium sp. nov.	ADC 0111	OOMYA1434-08	HQ708874, HQ643833
Pyt	Pythium sp. nov.	ADC 9407	OOMYA1777-08	HQ708873, HQ643832
Pyt	Pythium sp. nov.	ADC 9409	OOMYA1646-08	HQ708872, HQ643831
Pyt	Pythium sp. nov.	ADC 9421	OOMYA1647-08	HQ708871, HQ643830
Pyt	Pythium sp. nov.	ADC 9759	OOMYA1651-08	HQ708870, HQ643829
Pyt	Pythium sp. nov.	ADC 9966	OOMYA1748-08	HQ708869, HQ643828
Pyt	Pythium sp. nov.	ADC 9982	OOMYA1749-08	HQ708868, HQ643827
Pyt	Pythium sp. nov.	BR 1033	OOMYA1822-08	HQ708850, HQ643809
Pyt	Pythium sp. nov.	BR 1034	OOMYA1414-08	HQ708849, HQ643808
Pyt	Pythium sp. nov.	BR 1047	OOMYA1448-08	HQ708848, HQ643807
Pyt	Pythium sp. nov.	BR 1062	OOMYA1613-08	HQ708847, HQ643806
Pyt	Pythium sp. nov.	BR 147	OOMYA1680-08	HQ708867, HQ643826
Pyt	Pythium sp. nov.	BR 205	OOMYA1685-08	HQ708866, HQ643825
Pyt	Pythium sp. nov.	BR 574	OOMYA400-07	HQ708865, HQ643824
Pyt	Pythium sp. nov.	BR 613	OOMYA1720-08	HQ708864, HQ643823
Pyt	Pythium sp. nov.	BR 655	OOMYA1344-08	HQ708863, HQ643822
Pyt	Pythium sp. nov.	BR 688	OOMYA1388-08	HQ708862, HQ643821
Pyt	Pythium sp. nov.	BR 706	OOMYA333-07	HQ708861, HQ643820
