Id	Globisporangium sylvaticum	Globisporangium heterothallicum	Pythium monospermum	Pythium arrhenomanes	Pythium aff._hydnosporum	Globisporangium ultimum_var._ultimum	Globisporangium rostratifingens	Globisporangium apiculatum	Globisporangium attrantheridium	Globisporangium intermedium	Pythium sp._nov
year2021_soil_P32_adaptertrimmed_Pythium_R1.fastq	0	0.872985418265541	0	0	0	0.0153491941673062	0	0	0	0	0
year2021_soil_P33_adaptertrimmed_Pythium_R1.fastq	0	0.525862068965517	0	0	0.267241379310345	0	0	0	0.206896551724138	0	0
year2021_soil_P34_adaptertrimmed_Pythium_R1.fastq	0.0055005500550055	0.140569612516807	0.00281139225033614	0.633174428553967	0	0.126145947928126	0	0	0.0449822760053783	0	0
year2021_soil_P35_adaptertrimmed_Pythium_R1.fastq	0	0.437916844047112	0.053639846743295	0.0191570881226054	0.070810273875408	0.0195828011919966	0	0	0	0	0
year2021_soil_P36_adaptertrimmed_Pythium_R1.fastq	0.0599369085173502	0	0.0485015772870662	0.79692429022082	0	0	0	0	0.0926656151419558	0	0
year2021_soil_P37_adaptertrimmed_Pythium_R1.fastq	0	0.14858934169279	0	0	0	0.341483803552769	0	0.00376175548589342	0.070846394984326	0	0.27042842215256
year2021_soil_P38_adaptertrimmed_Pythium_R1.fastq	0	0.408857509627728	0.00304878048780488	0	0.0309691912708601	0.152439024390244	0	0	0.0150834403080873	0	0.0341784338896021
year2021_soil_P39_adaptertrimmed_Pythium_R1.fastq	0	0.121191450659391	0.00773078672123693	0	0	0.150977717144156	0	0	0.115734424738518	0.0572987721691678	0.514097316962256
year2021_soil_P40_adaptertrimmed_Pythium_R1.fastq	0	0.103728623493131	0.016260162601626	0	0.00560695262125035	0.757779646761985	0	0.00280347631062518	0.0095318194561256	0.016260162601626	0.0535463975329408
year2021_soil_P41_adaptertrimmed_Pythium_R1.fastq	0	0.882573179033356	0.0068073519400953	0	0.0534377127297481	0	0	0	0.0411844792375766	0.015997277059224	0
year2021_soil_P42_adaptertrimmed_Pythium_R1.fastq	0	0.467805519053876	0.011826544021025	0	0.0325886990801577	0	0.0346911957950066	0.0210249671484888	0.146911957950066	0	0
year2021_soil_P43_adaptertrimmed_Pythium_R1.fastq	0.0613652868554829	0.31118373275236	0.0468409586056645	0	0.0261437908496732	0	0	0	0.487291212781409	0	0
year2021_soil_P44_adaptertrimmed_Pythium_R1.fastq	0.00800800800800801	0.028028028028028	0.0495495495495495	0	0.249249249249249	0.0695695695695696	0	0	0.595595595595596	0	0
year2021_soil_P45_adaptertrimmed_Pythium_R1.fastq	0	0.298804780876494	0	0.0637450199203187	0	0	0	0	0.374501992031873	0	0
year2021_soil_P46_adaptertrimmed_Pythium_R1.fastq	0.0203829524397776	0.0457072266831377	0.00494132180358246	0.0311920938851143	0.10129709697344	0.0435453983940704	0.00494132180358246	0	0.548486720197653	0	0
year2021_soil_P48_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	1	0	0	0	0
year2021_soil_P49_adaptertrimmed_Pythium_R1.fastq	0	0.628712871287129	0	0	0	0.183168316831683	0.0148514851485149	0	0	0	0
year2021_soil_P6_adaptertrimmed_Pythium_R1.fastq	0.0489596083231334	0.0440636474908201	0	0	0	0	0.0673194614443084	0	0	0.0575275397796818	0
year2021_soil_P7_adaptertrimmed_Pythium_R1.fastq	0	0.0559638213680045	0	0.0146975692481628	0.275862068965517	0.00678349349915206	0	0	0.577162238552855	0	0
year2021_soil_P8_adaptertrimmed_Pythium_R1.fastq	0.00121817517358996	0	0.00109635765623097	0	0.967901084175904	0	0	0	0.00140090144962846	0	0
year2021_soil_P9_adaptertrimmed_Pythium_R1.fastq	0.00401808136614766	0	0.00885233550979407	0.00100452034153692	0	0	0	0	0.00797338021094927	0	0
