Id	Globisporangium sylvaticum	Globisporangium spiculum	Globisporangium mamillatum	Globisporangium paroecandrum	Globisporangium irregulare	Globisporangium spinosum	Globisporangium heterothallicum	Globisporangium glomeratum	Globisporangium orthogonon	Globisporangium nunn	Globisporangium nodosum	Globisporangium perplexum	Phytopythium boreale	Phytopythium litorale	Phytopythium vexans	Globisporangium emineosum	Globisporangium aff._polymastum	Globisporangium jasmonium	Pythium insidiosum	Pythium monospermum	Pythium aphanidermatum	Pythium pectinolyticum	Pythium vanterpoolii	Pythium tracheiphilum	Pythium conidiophorum	Pythium aff._periilum	Pythium arrhenomanes	Pythium aff._volutum	Pythium volutum	Pythium inflatum	Pythium folliculosum	Pythium angustatum	Pythium aff._torulosum	Pythium catenulatum	Pythium afertile	Pythium kashmirense	Pythium pyrilobum	Pythium pachycaule	Pythium dissimile	Pythium chondricola	Pythium adhaerens	Pythium myriotylum	Pythium grandisporangium	Pythium lycopersicum	Pythium acanthicum	Pythium aff._hydnosporum	Pythium periplocum	Globisporangium nagaii	Globisporangium okanoganense	Globisporangium ultimum_var._ultimum	Globisporangium ultimum	Globisporangium camurandrum	Globisporangium rostratifingens	Globisporangium longandrum	Globisporangium acrogynum	Globisporangium carolinianum	Globisporangium papilogynum	Globisporangium erinaceus	Globisporangium radiosum	Globisporangium apiculatum	Globisporangium middletonii	Globisporangium rhizosaccharum	Globisporangium parvum	Globisporangium minus	Globisporangium aff._pleroticum	Globisporangium pleroticum	Globisporangium takayamanum	Globisporangium attrantheridium	Globisporangium intermedium	Pythium sp._nov	Globisporangium debaryanum	Globisporangium lucens	Globisporangium terrestris	Location	Country	Year	Compartment	Soilweight
year2019_soil_P5_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	0.374289772727273	0	0	0	0	0	0	0	0	0	0	0	0	0.220170454545455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00497159090909091	0	0	0	0	0	0	0.0262784090909091	0	0	0	0	0	0	0	0.368607954545455	0	0.00568181818181818	0	0	0	P19_L05	France	2019	Soil	light
year2019_soil_P6_adaptertrimmed_Pythium_R1.fastq	0.120612951062778	0	0	0	0	0.0108749382105783	0	0	0	0	0	0	0	0	0	0	0	0	0	0.680672268907563	0	0	0	0	0	0.00543746910528917	0	0	0	0	0	0	0	0	0	0	0	0	0.155215027187346	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143351458230351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0128521997034108	0	0	0	0	P19_L06	Italy	2019	Soil	light
year2019_soil_P7_adaptertrimmed_Pythium_R1.fastq	0.0376175548589342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166144200626959	0	0	0	0	0	0	0	0	0.722570532915361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0203761755485893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0532915360501567	0	0	0	0	0	P19_L07	Italy	2019	Soil	medium
year2019_soil_P8_adaptertrimmed_Pythium_R1.fastq	0.291666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10969387755102	0	0	0	0	0	0	0.0306122448979592	0	0.158163265306122	0.30187074829932	0	0	0.0824829931972789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0255102040816327	0	0	0	0	0	P19_L08	Italy	2019	Soil	medium
year2019_soil_P9_adaptertrimmed_Pythium_R1.fastq	0.0362694300518135	0	0	0	0	0	0.035405872193437	0	0	0	0	0	0	0	0.00345423143350604	0	0	0	0	0.22279792746114	0	0	0	0	0	0	0.0267702936096718	0	0	0	0	0	0	0	0	0	0	0	0.0397236614853195	0	0	0	0	0	0	0	0	0	0	0.0250431778929188	0	0	0.035405872193437	0.00431778929188256	0	0	0	0	0	0.0155440414507772	0	0	0	0	0	0	0	0.544905008635579	0.0103626943005181	0	0	0	0	P19_L09	Italy	2019	Soil	medium
year2020_soil_P1_adaptertrimmed_Pythium_R1.fastq	0.161654038118389	0	0	0	0	0	0.696785538803693	0	0	0	0	0	0	0	0	0	0	0	0	0.0199643124983837	0	0	0	0	0	0	0	0	0.00473247304041997	0	0	0	0	0	0	0	0	0	0.0080167576094546	0	0	0	0	0	0	0.0504279914143112	0	0	0	0	0	0	0.00369805270371616	0	0	0	0	0	0	0.00276707440068272	0	0	0	0	0	0	0	0.0371874111045023	0.0114303447205772	0.00333600558586982	0	0	0	P20_L01	France	2020	Soil	light
year2020_soil_P10_adaptertrimmed_Pythium_R1.fastq	0.324792088109688	0.0254738892635049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0428560725256612	0	0	0.498688843934967	0	0	0.00337154416722859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104817561998951	0	0	0	0	0	P20_L10	Italy	2020	Soil	heavy
year2020_soil_P13_adaptertrimmed_Pythium_R1.fastq	0.0420910061730003	0	0	0	0	0	0.317974630792071	0.0119032115229339	0	0	0	0	0	0	0	0	0	0	0	0.0107571692756492	0	0	0	0	0	0	0	0.00153673846794989	0	0	0	0	0	0	0	0	0	0	0.00593858255411143	0	0	0.00950694136952049	0	0	0	0.386659026385018	0	0	0	0	0	0.0501133019039929	0.0268017607376345	0	0	0	0	0	0	0.00166697054150496	0	0	0	0.00890787383116714	0	0.00255254864167947	0	0.0978563800692835	0.0204203891334358	0.000573021123642331	0	0	0.00474044747740474	P20_L13	Germany	2020	Soil	light
year2020_soil_P14_adaptertrimmed_Pythium_R1.fastq	0.0925925925925926	0	0.15623369848722	0	0	0	0.00495565988523735	0	0	0	0	0	0	0	0	0.0099113197704747	0	0	0	0.0169535732916015	0	0	0	0	0	0	0.0268648930620762	0	0	0	0	0	0.0980699008868023	0	0	0	0	0	0	0	0	0	0	0	0	0.0571205007824726	0	0	0	0	0	0	0.0346896191966614	0	0	0	0	0	0	0.0699008868022953	0	0	0.0099113197704747	0	0	0	0	0.0380803338549817	0	0.286124152321335	0.0985915492957746	0	0	P20_L14	Germany	2020	Soil	light
year2020_soil_P15_adaptertrimmed_Pythium_R1.fastq	0.118356514939696	0	0	0	0.00144539487714144	0	0.109541975688932	0.00199037983081771	0	0	0	0	0	0	0	0	0	0	0.00125583489325403	0.000308034973817027	0	0	0.000829324929507381	0	0	0	0.00284339975831102	0.00073454493756368	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00675307442598867	0	0	0	0.130796388882307	0	0	0	0.478710044309646	0	0	0.0097860341681871	0.000995189915408857	0	0.0247612728952918	0	0	0	0.0264199227543066	0	0	0	0	0	0	0	0.0552567353031775	0.0171314835438239	0.0120844489728218	0	0	0	P20_L15	Germany	2020	Soil	medium
year2020_soil_P16_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0.115425784966698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0801022835394862	0.00237868696479543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0240247383444339	0	0	0	0.000535204567078972	0	0	0.138677450047574	0	0	0	0	0	0.295908658420552	0	0	0	0	0	0	0	0	0	0	0.257730732635585	0.0852164605137964	0	0	P20_L16	Germany	2020	Soil	light
year2020_soil_P17_adaptertrimmed_Pythium_R1.fastq	0.0314438502673797	0	0	0	0	0	0.352610597958192	0.00917841516771998	0	0	0	0	0	0	0	0	0.000797277588721439	0	0	0.0124064171122995	0	0	0	0	0	0	0.000213903743315508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000369470102090423	0	0	0	0.183840544482256	0	0	0	0	0	0	0.00206125425376762	0	0	0	0	0	0	0.237938745746232	0	0.000972289742343218	0	0.00437530384054448	0	0.0025668449197861	0	0.0481088964511424	0.111171609139524	0	0	0	0.00194457948468644	P20_L17	Germany	2020	Soil	medium
year2020_soil_P19_adaptertrimmed_Pythium_R1.fastq	0.512464294988315	0	0	0	0	0	0.000649182030641392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.167683718514672	0	0	0	0	0	0.00506361983900286	0	0	0	0	0	0	0	0	0	0	0	0	0.017268242015061	0	0	0.00116852765515451	0	0	0	0.0132433134250844	0	0	0	0	0	0	0	0	0	0.0145416774863672	0	0	0	0	0.267917424045702	0	0	0	0	0	P20_L19	Germany	2020	Soil	medium
year2020_soil_P2_adaptertrimmed_Pythium_R1.fastq	0.00395101942333213	0	0	0	0	0	0.00717818795994692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.699571721558692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00956086379539148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.279738207262637	0	0	0	0	0	P20_L02	France	2020	Soil	medium
year2020_soil_P20_adaptertrimmed_Pythium_R1.fastq	0.227423459551168	0.115678260198967	0.0438806200354747	0	0.00169661448291818	0	0.155548700547544	0	0	0	0	0	0	0	0	0.00987121153697848	0	0	0	0.0268373563661603	0	0	0	0	0	0	0.0107195187784376	0.0202051361147528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.183928433716357	0	0	0	0	0	0	0.0474280866815763	0	0	0	0	0	0.00370170432636693	0	0	0	0	0	0	0	0	0.022981414359528	0	0.0908459936762551	0.039253489627516	0	0	P20_L20	Germany	2020	Soil	light
year2020_soil_P24_adaptertrimmed_Pythium_R1.fastq	0.0253824756606398	0	0	0	0.00469401947148818	0	0.0465924895688456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10413769123783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0389429763560501	0	0	0	0.568324061196106	0	0	0.11143949930459	0	0	0	0	0	0	0.0531988873435327	0	0	0	0	0	0	0	0.0267732962447844	0	0.0205146036161335	0	0	0	P20_L24	Belgium	2020	Soil	light
year2020_soil_P25_adaptertrimmed_Pythium_R1.fastq	0.00730525822329869	0	0	0	0	0	0.0586373935463708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.170052347839675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0205875459020236	0	0	0	0.474451128994453	0	0.0475427767794359	0.147824048753809	0	0	0	0	0	0	0.00777404484725369	0	0	0	0	0	0	0	0.0145323853426049	0.0289866395812173	0.0223064301898586	0	0	0	P20_L25	Belgium	2020	Soil	light
year2020_soil_P26_adaptertrimmed_Pythium_R1.fastq	0.0244956130583886	0	0	0	0.00182603660980715	0	0	0	0	0	0	0	0	0	0	0.083953146572841	0	0	0	0.00391929808934218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0599919832539082	0	0	0	0.554892441989934	0	0	0.0583886340355409	0	0	0	0	0	0	0.0142519930521534	0	0	0	0	0	0	0	0	0.021511602013094	0.17676925132499	0	0	0	P20_L26	Belgium	2020	Soil	light
year2020_soil_P27_adaptertrimmed_Pythium_R1.fastq	0.0235288113101618	0	0	0	0.00489970907977339	0	0.141581176950952	0.145000765579544	0	0.0207216863165416	0.0077578727096412	0.00515490226101159	0	0	0	0	0	0	0	0.216965242688715	0	0	0	0	0	0	0.0593068953197571	0	0	0.00760475680089828	0	0	0	0	0	0	0	0	0	0	0	0	0.00209258408615322	0	0.00214362272240086	0.0274077476649824	0.00882968407084163	0	0	0.000153115908742918	0	0.00270504772112489	0	0.000459347726228755	0	0	0	0	0	0	0	0	0	0.0179655999591691	0	0	0	0.2973000561425	0.00842137498086051	0	0	0	0	P20_L27	Spain	2020	Soil	medium
year2020_soil_P28_adaptertrimmed_Pythium_R1.fastq	0.103826393681466	0	0	0	0	0	0.0547504025764895	0	0	0.113641591902461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0202438463308029	0	0	0	0	0	0.0685530250747642	0	0	0	0	0	0	0	0	0	0	0	0	0.156583084119316	0	0	0	0.0312092630933211	0	0	0.408941032129438	0	0	0.0104286481098075	0	0	0	0	0	0	0	0	0	0.0184801779004678	0.0131124913733609	0.000230043708304578	0	0	0	0	0	P20_L28	Spain	2020	Soil	medium
year2020_soil_P29_adaptertrimmed_Pythium_R1.fastq	0	0.102692933309235	7.22935116573287e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0837520332550154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000144587023314657	0	0	0	0	0	0	0.000867522139887945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.812470630760889	0	0	0	0	0	P20_L29	Spain	2020	Soil	light
year2020_soil_P3_adaptertrimmed_Pythium_R1.fastq	0.420426442082748	0	0.00481251253258472	0	0	0	0.032350778691264	0	0	0	0	0	0	0	0	0	0	0	0	0.0361606844462269	0	0	0.00755297105808435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00875609919123053	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0482588062295301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.438740725887307	0	0.002940979881024	0	0	0	P20_L03	France	2020	Soil	medium
year2020_soil_P30_adaptertrimmed_Pythium_R1.fastq	0.0715229096820075	0.00111754546378137	0	0	0	0.00939754139997968	0.382810118866199	0.115157980290562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0310372853804734	0	0	0.00904195875241288	0	0	0	0.021131768769684	0	0	0	0	0	0	0	0	0	0	0	0.0639032815198618	0	0	0	0.0033526363913441	0	0	0	0	0	0	0	0.00645128517728335	0	0	0	0	0.244945646652443	0	0	0	0	0.0401300416539673	0	0	0	0	0	P20_L30	Spain	2020	Soil	medium
year2020_soil_P31_adaptertrimmed_Pythium_R1.fastq	0.13036575562701	0	0	0	0	0.000180868167202572	0.302773311897106	0.00184887459807074	0	0	0	0	0	0.000803858520900322	0	0	0	0	0	0	0	0	0	0	0	0	0.0375602893890675	0	0	0	0	0	0	0	0	0	0	0	0.000401929260450161	0	0	0	0	0	0	0.258500803858521	0	0	0	0.198975080385852	0	0	0	0	0	0	0	0	0	0	0	0	0.0329180064308682	0	0	0.00160771704180064	0	0.0340635048231511	0	0	0	0	0	P20_L31	Spain	2020	Soil	medium
year2020_soil_P32_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	0.288289815756754	0	0.300384311065898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0445348705775969	0	0	0	0	0	0	0	0	0	0	0.00101729399796541	0	0	0	0	0	0	0	0.00406917599186165	0	0	0	0.0395614332542105	0	0	0.141855996382955	0	0.00644286198711428	0	0.0224935006216797	0	0	0	0.0742059455182548	0.0621679665423307	0	0	0	0	0.0149768283033797	0	0	0	0	0	0	P20_L32	Romania	2020	Soil	heavy
year2020_soil_P33_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.428571428571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.571428571428571	0	0	0	0	0	P20_L33	Romania	2020	Soil	heavy
year2020_soil_P34_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P20_L34	Romania	2020	Soil	heavy
year2020_soil_P36_adaptertrimmed_Pythium_R1.fastq	0.493472584856397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.328328981723238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.178198433420366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P20_L36	Romania	2020	Soil	heavy
year2020_soil_P37_adaptertrimmed_Pythium_R1.fastq	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	P20_L37	Hungary	2020	Soil	heavy
year2020_soil_P38_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P20_L38	Hungary	2020	Soil	heavy
year2020_soil_P39_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	P20_L39	Hungary	2020	Soil	heavy
year2020_soil_P4_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	0.343186733958183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.656813266041817	0	0	0	0	0	P20_L04	France	2020	Soil	heavy
year2020_soil_P40_adaptertrimmed_Pythium_R1.fastq	0.0069060773480663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.993093922651934	0	0	0	0	0	0	0	0	0	P20_L40	Hungary	2020	Soil	heavy
year2020_soil_P41_adaptertrimmed_Pythium_R1.fastq	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P20_L41	Hungary	2020	Soil	heavy
year2020_soil_P42_adaptertrimmed_Pythium_R1.fastq	0.610473428373024	0	0	0	0	0	0.0248764347861607	0	0	0	0	0	0	0	0	0	0	0	0	0.0758547444957314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0392140843919775	0	0	0	0	0	0	0.0244679547404109	0.0108247212123688	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20840651934153	0.00588211265879662	0	0	0	0	P20_L42	Austria	2020	Soil	light
year2020_soil_P43_adaptertrimmed_Pythium_R1.fastq	0.200963670475866	0	0	0	0	0	0.0448575814429473	0	0	0	0	0	0	0	0	0	0	0	0	0.0307436465973051	0	0	0	0	0	0	0.024859287054409	0	0.00528739553129797	0	0	0	0.0058417192563534	0	0	0	0	0	0	0	0	0	0	0	0	0.042725567115811	0	0	0	0	0	0	0.0210643015521064	0.00771789186423333	0	0	0	0	0	0	0	0	0	0.00520211495821252	0	0.0320228551935869	0.048951048951049	0.351398601398601	0.171286031042129	0.00511683438512707	0	0	0.00196145318096538	P20_L43	Austria	2020	Soil	medium
year2020_soil_P44_adaptertrimmed_Pythium_R1.fastq	0.222162863466382	0	0	0	0	0	0.28184385255285	0	0	0	0	0	0	0	0	0	0	0	0	0.0152255208730825	0	0	0	0	0	0	0.00725024803480119	0	0	0	0	0	0.00816606883919713	0	0	0	0	0.00343432801648477	0.0111424864534839	0	0	0.000877661604212776	0	0	0	0.0168663664809586	0	0	0	0	0	0	0.187399832099519	0	0	0	0	0	0	0	0	0.00621994962985576	0	0.0418606426009311	0	0.142868045485767	0	0.0314431809509273	0.0151492024727162	0.0080897504388308	0	0	0	P20_L44	Switzerland	2020	Soil	light
year2020_soil_P45_adaptertrimmed_Pythium_R1.fastq	0.0956303421817259	0	0	0	0	0	0.269485740077294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00448531693418714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.223617027278626	0	0	0	0.0750655871815848	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111117379897881	0.00490846004118593	0.0666591441225422	0	0.0385342322773562	0.110496770007617	0	0	0	0	P20_L45	Switzerland	2020	Soil	medium
year2020_soil_P5_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	0.388410336726703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0325763508222396	0	0	0	0.0158183241973375	0	0	0	0.396711041503524	0	0.00485512920908379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0537196554424432	0.0614722004698512	0.0464369616288175	0	0	0	P20_L05	France	2020	Soil	light
year2020_soil_P6_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P20_L06	Italy	2020	Soil	medium
year2020_soil_P7_adaptertrimmed_Pythium_R1.fastq	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	P20_L07	Italy	2020	Soil	medium
year2020_soil_P8_adaptertrimmed_Pythium_R1.fastq	0.347657824719826	0	0	0	0.0228170603886157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0367652987180521	0.011529468676933	0	0.00685318068209304	0.0686124324760139	0	0	0.0242683221801177	0	0	0	0	0.0274933483834556	0	0	0	0	0	0	0.00951382729984681	0.051519793598323	0	0	0	0	0	0	0.0114488430218496	0	0	0	0	0	0	0	0	0	0.0443441102958962	0	0	0	0.0954607756188019	0.205595420462791	0	0.0361202934773845	0	0	0	P20_L08	Italy	2020	Soil	medium
year2020_soil_P9_adaptertrimmed_Pythium_R1.fastq	0.332111385266126	0	0	0	0	0	0	0	0	0	0	0.00246739513570673	0	0	0	0	0	0	0	0.0466690165667959	0	0	0	0	0.0105040535777229	0.0642227705322524	0	0	0	0.0489249206908706	0	0	0.0805780754317942	0	0	0	0	0	0	0	0	0	0	0	0	0.12301727176595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0280578075431794	0	0	0	0	0.261825872400423	0	0	0	0	0.00162143108917871	P20_L09	Italy	2020	Soil	medium
year2021_soil_P1_adaptertrimmed_Pythium_R1.fastq	0.0234933605720123	0	0	0	0	0	0.642492339121553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10929519918284	0	0	0	0.0316649642492339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.193054136874362	0	0	0	P21_L01	France	2021	Soil	light
year2021_soil_P10_adaptertrimmed_Pythium_R1.fastq	0.032191265060241	0	0	0	0	0	0.00489457831325301	0	0	0	0	0	0	0	0	0	0	0	0	0.237010542168675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.192959337349398	0	0	0	0	0	0	0.00338855421686747	0	0	0	0	0	0	0	0	0	0	0	0	0.00320030120481928	0	0.526355421686747	0	0	0	0	0	P21_L10	Italy	2021	Soil	medium
year2021_soil_P11_adaptertrimmed_Pythium_R1.fastq	0.0543842836607571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00551030186871107	0	0	0	0	0.0289889793962626	0	0	0	0	0	0	0	0	0	0.01126018207954	0	0	0	0	0	0	0.216818399616675	0	0	0	0.470531863919502	0.00598945855294681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18471490177288	0	0.0218016291327264	0	0	0	P21_L11	Belgium	2021	Soil	medium
year2021_soil_P12_adaptertrimmed_Pythium_R1.fastq	0.794117647058823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0147058823529412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0514705882352941	0	0.139705882352941	0	0	0	P21_L12	Belgium	2021	Soil	medium
year2021_soil_P13_adaptertrimmed_Pythium_R1.fastq	0.00854179377669311	0	0	0	0	0	0.12568639414277	0.10738255033557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11104331909701	0	0	0	0.208053691275168	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0835875533862111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.355704697986577	0	0	0	0	0	P21_L13	Germany	2021	Soil	heavy
year2021_soil_P14_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.415189873417722	0	0	0	0	0.253164556962025	0.275949367088608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0556962025316456	0	0	0	P21_L14	Germany	2021	Soil	light
year2021_soil_P15_adaptertrimmed_Pythium_R1.fastq	0.0150310988251555	0	0	0	0	0	0.215618521078093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.329129232895646	0	0	0	0	0	0	0.00708362128541811	0	0	0	0	0	0	0.111610228058051	0	0	0	0.00449205252246026	0	0.00362819626814098	0	0.294920525224603	0.0184865238424326	0	0	0	0	P21_L15	Germany	2021	Soil	medium
year2021_soil_P16_adaptertrimmed_Pythium_R1.fastq	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.146835443037975	0	0	0	0.174683544303797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.678481012658228	0	0	0	P21_L16	Germany	2021	Soil	light
